id,language_original,claim_original,gold_evidence_original,gold_label_original,raw_response_original,predicted_label_original,correct_original,language_translated,claim_translated,gold_evidence_translated,gold_label_translated,raw_response_translated,predicted_label_translated,correct_translated,gold_label,language,original_prediction,translated_prediction,original_correct,translated_correct,transition
afrifact_data_culture_yoruba_168,yoruba,"Agbábọ́ọ̀lù ọwọ́ ẹ̀yìn ni Táyé Taiwò, ó sì gbá bọ́ọ̀lù fún ikọ̀ orílẹ̀-èdè Nigeria."," International. Wọ́n ra Taiwo wá si ìpele Nigeria Premier League, sínú ẹgbẹ́ agbábọ́ọ̀lù Lobi Stars. Níbi tí ó tún ti lo ọdún kan . Olympique de Marseille [ | ] Ní ọdún 2005, nígbà tí ó pé ọmọ ogún ọdún, ẹgbẹ́ agbábọ́ọ̀lù ilẹ̀ Faranse kan ti o n je Olympique de Marseille gba Taiwo sinu iko won. Won ra Taiwo lati le ropo ogbeni Bixente Lizarazu ti o ti lo sinu egbe agbaboolu Bayern Munich. Taiwo lo gba boolu ti iko re Olympic Marseille fi jawe olubori",supports,supports,supports,True,yoruba,"Táyé Taiwò is a back-handed footballer, and he plays for the Nigerian national team.","International. They bought Taiwo to the Nigerian Premier League, into the Lobi Stars football team. Where he also spent a year. Olympique de Marseille [| ] In 2005, when he was 20 years old, a French football club called Olympique de Marseille took Taiwo into their possession. They bought Taiwo in order to replace Mr. Bixente Lizarazu who has gone to the Bayern Munich soccer team. Taiwo took the ball and Olympic Marseille became the winner",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_yoruba_756,yoruba,"Ní àwọn orílẹ̀-èdè kọ̀ọ̀kan tí wọ́n máa ń din ọ̀gẹ̀dẹ̀, wọ́n máa ń ya àwọn ọ̀gẹ̀dẹ̀ yìí sọ́tọ̀ sí èyí tó wà fún jíjẹ.","Ní àwọn orílẹ̀-èdè mìíràn, wọ́n máa ń dín ọ̀gẹ̀dẹ̀, wọ́n sì máa ń yà wọ́n sọ́tọ̀ sí èyí tó wà fún jíjẹ. Èso náà máa ń wà ní oríṣiríṣi ìwọ̀n, àwọ̀ àti ìrísí, àmọ́, ó máa ń gùn tó sì máa ń rí ṣọnṣọ, pẹ̀lú ara tó rọ̀.",supports,supports,supports,True,yoruba,"In each country where bananas are fried, these bananas are separated from those that are for eating.","In other countries, bananas are cut and separated into edible ones. The fruit comes in different sizes, colors and shapes, but it is long and beautiful, with a soft body.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_yoruba_180,yoruba,"Nínú ìgbàgbọ́ àwọn Yorùbá, wọ́n nígbàgbọ́ pé Olókun ni ìyá Ajé","Àwọn Yorùbá gbà gbọ́ pé Olókun ní ó bí Aje, èyí tí ó jẹ́ Òrìsà fún Ọrọ̀, Ọlá, tí ó wà ní ìsàlẹ̀ òkun. Olókun jẹ́ òrìsà tí ó ń darí àwọn ohun tí ó wà lábé Omi òkun, Ó sí jẹ́ òrìsà tí ó lágbára jù gbogbo ohùn tí ó wà lábé Omi òkun tàbí àwọn òrìṣà kékéèèké tí ó wà lábé Omi òkun. Olókun jẹ́ Òrìsà nlá tí wọn máa ń gbórínyìn fún nípa bí ó ti lágbára láti fún àwọn olúsín rẹ ní Owó, Ọlá, Ọrọ̀, àti àṣeyọrí nígbà tí wọn bá kìí tán. ",supports,supports,supports,True,yoruba,"In the faith of the Yoruba people, they believe that Olokun is the mother of Ajé","The Yorubas believe that Olokun gave birth to Aje, which is the God of Wealth, Ola, who is at the bottom of the sea. Olokun is the god who controls the things under the sea, and he is the god who is stronger than all the voices under the sea or the small gods who are under the sea. Olokun is a great God who is praised for his ability to give his worshipers Money, Honor, Wealth, and success when they are not finished.",supports,refutes,refutes,False,supports,yoruba,supports,refutes,True,False,correct_to_wrong
afrifact_data_culture_hausa_583,hausa,A shekarar 2022 America ta fara ƙera motoci masu amfani da diesel.," watan Oktoba na shekara ta 2022, Kamfanin Amurka mai suna Ideanomics, wanda ke da ƙwarewa acikin motocin lantarki, ya bada umurni ga abin da yake da'awar shine mafi girman masana'antar taro don tarakta na lantarki a Arewacin Amurka.",nei,nei,nei,True,hausa,"In 2022, America will start manufacturing diesel cars.","In October 2022, Ideanomics, an American company specializing in electric vehicles, commissioned what it claims is the largest assembly plant for electric tractors in North America.",nei,refutes,refutes,False,nei,hausa,nei,refutes,True,False,correct_to_wrong
afrifact_data_culture_hausa_187,hausa,Dajin Yankari ya fara ne daga kudancin Kano kuma ya kare a arewacin Jigawa.,An bayyana Yankari a matsayin wani yanki na kudancin jihar Bauchi a lokacin inda namun daji masu yawa ke wanzuwa kuma ana iya kare su.,refutes,refutes,refutes,True,hausa,Yankari Forest starts from the south of Kano and ends at the north of Jigawa.,Yankari has been described as a part of southern Bauchi state at the time where many wild animals exist and can be protected.,refutes,nei,nei,False,refutes,hausa,refutes,nei,True,False,correct_to_wrong
afrifact_data_culture_hausa_144,hausa,"Kananan hukumomin Dambatta, makoɗa da Minjibir na samun ruwan sha daga Thomas dam.","Aikinsa na samar da ruwansha na Timas Danbatta ya tsaya, har sai a shekarar 2008 sannan aka karasa shi inda ake samar da ruwan sha ga kananan hukumomin Dambatta, Makoda da Minjibir.",supports,supports,supports,True,hausa,"The local governments of Dambatta, Makoda and Minjibir get drinking water from Thomas dam.","His work to provide drinking water for Timas Danbatta stopped, until in 2008 and it was completed where drinking water was provided for the local governments of Dambatta, Makoda and Minjibir.",supports,nei,nei,False,supports,hausa,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_yoruba_358,yoruba,"Àjọ ìṣọ̀kan àgbáyé sì ti kéde pé tí gbogbo àwùjọ àgbáyé bá ń fún ọmọ lọ́yàn, èyí lè doola ẹ̀mí tó tó ẹgbẹ̀rún lọ́nà ẹgbẹ̀rin.","Ẹ mase feti si awọn apọnpo nipa ifọmọ lọyan, gbogbo igba naa kọ lo rọrun lati fun ọmọ lọyan Ajọ isọkan agbaye si ti kede pe ti gbogbo awujọ agbaye ba n fun ọmọ lọyan, eyi lee doola ẹmi to to ẹgbẹrun lọna ẹgbẹrin. Ọpọ iyalọmọ lo maa n gbaradi lasiko ti wọn loyun lati fun ọmọ wọn lọyan, sugbọn o se ni laanu pe ọpọ wọn ni ko ni oye to nipa bo se yẹ ki wọn fun ọmọ ni ọyan, ko si mu amuyo. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: Fifun ọmọ lọyan: Ireti ati otitọ ohun to n sẹlẹ Ọpọ ọmọ ni ebi maa n pa, ti yoo si maa sunkun lasiko to ba n mu ọyan, iya rẹ yoo ro pe ko fẹ gba ọyan ni laimọ pe ọyan naa ko se omi sẹnu ọmọ ọhun. Igba tiru iyalọmọ bẹẹ ba si de ile iwosan, nitori ori ọyan rẹ to ti bẹ, ti wọn ba tẹ ọyan rẹ fun omi, ni ẹjẹ yoo maa jade dipo omi ọyan.",supports,supports,supports,True,yoruba,"The United Nations has announced that if the entire world community donates a child, this can save thousands of lives in eight hundred ways.","Don't listen to the myths about breastfeeding, it's not always easy to breastfeed and the World Organization has announced that if the entire world community breastfeeds, this could save thousands of lives. Many pregnant women are preparing to breastfeed their children, but unfortunately, many of them do not have enough knowledge about how to breastfeed their children, and do not take it seriously. Stories that make you love more: Breastfeeding: Hope and the truth of what is happening Many children are hungry, and will cry when breastfeeding, your mother will think that she does not want to breastfeed, not knowing that the breast does not put water in the baby's mouth. When such a miscarriage comes to the hospital, because your breasts are so large, if they press your breasts for water, blood will come out instead of breast milk.",supports,refutes,refutes,False,supports,yoruba,supports,refutes,True,False,correct_to_wrong
afrifact_data_culture_igbo_646,igbo,Dave Adenuba bụ kọmishọna ndị Abịa Steeti gwara ndị gọọmentị Enugwu ka ha na-akwụ ndị Enugwu ụgwọ ọnwa oge kwesịrị.,N'otu aka ahụ kọmishịọna mgbasaozi bụ Don Adenuba gwara BBC Igbo na o nweghi onye ọrụ bekee ọbụla e ji ụgwọ n'Anambra Steeti. Ọ sị na gọọmentị ha kwụrụ ụgwọ n'ụbọchị iri abụọ na isii nke ọnwa Eprelụ afọ 2020.,refutes,refutes,refutes,True,igbo,"Dave Adenuba, the State Commissioner for Immigration, told the Enugu government to pay the people of Enugu on time.","In the same way, the media commissioner, Don Adenuba, told BBC Igbo that he does not have any English worker in Anambra State. He said that their government paid the bill on the 26th day of April 2020.",refutes,nei,nei,False,refutes,igbo,refutes,nei,True,False,correct_to_wrong
afrifact_data_culture_igbo_035,igbo,"N'ime ụdị ihe abụọ e ji arụ ọja, nke na-anaghị anọte aka bụ nke osisi","N'ime ụdị ihe abụọ a e ji arụ ya, nke osisi na-aka nọtee aka ruo ogologo oge. ",refutes,refutes,refutes,True,igbo,"Of the two types of building materials, the non-durable is wood","Of these two types of construction materials, the one made of wood has been used for a long time.",refutes,nei,nei,False,refutes,igbo,refutes,nei,True,False,correct_to_wrong
afrifact_data_culture_igbo_658,igbo,Ndị agha U.S anwakpola ndị agha Naịjirịa. Gọọmentị Naịjirịa na-arịọ ka ndị amala Naịjirịa gbatara ha ọsọ enyemaka.,"Boko Haram na nwakpo ndị agha Naịjirịa Ihe nkiri a na-ekegharị na soshal midia na-egosi ihe yiri ndi agha Naịjirịa ka Boko Haram na-awakpo ha. Ihe a mere n'ọdọ ndị agha akpọrọ Metele dị na Borno. Agbanyeghị na ndị agha Naịjirịa ekwubeghị okwu maka mwakpo a, ndị omeiwu Naịjirịa ekwuola na ha ga nyocha etu o siri mee.",nei,nei,nei,True,igbo,The U.S. Army has attacked the Nigerian Army. The Nigerian government is asking the people of Nigeria to come to their aid.,"Boko Haram and the attack of the Nigerian army The video circulating on social media shows what appears to be the Nigerian army being attacked by Boko Haram. The incident happened at a military base called Metele in Borno. Although the Nigerian military has not commented on the attack, the Nigerian parliament has said that they will investigate how it happened.",nei,refutes,refutes,False,nei,igbo,nei,refutes,True,False,correct_to_wrong
afrifact_data_culture_yoruba_555,yoruba,Gaàrí funfun àti Gaàrí yẹ́lò jẹ́ oríṣi Gaàrí méjì tó wà ní ìwọ̀ oòrùn orílẹ̀-èdè Nàìjíríà.,"Ní ìwọ̀-oòrùn , oríṣi gaari méjì ni ó wà, àwọn náà ni gaàrí funfun yẹ́lò. Gaàrí yẹ́lò jẹ́ èyí tí wọ́n fi epo pupa sí nígbà tí wọ́n bá ń yan án. Orílẹ̀-èdè àti ni a ti le rí funfun àti yẹ́lò. Irúfẹ́ Gaàrí funfun kan ni wọ́n ń pè ní Gaàrí-Ìjẹ̀bú . Èyí tí wọ́n máa ń ṣe ní ilẹ̀ lọ́dọ̀ àwọn ará ní orílẹ̀-èdè .",supports,supports,supports,True,yoruba,White sugar and brown sugar are two types of sugar found in western Nigeria.,"In the west, there are two types of sugar, and they are white sugar. Gaari is the one to which red oil is added when they are baking it. Country and can be seen white and used. A type of white sugar is called Gaari-Ijebu. What they used to do in the land with the brothers in the country.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong
