id,language_original,claim_original,gold_evidence_original,gold_label_original,raw_response_original,predicted_label_original,correct_original,language_translated,claim_translated,gold_evidence_translated,gold_label_translated,raw_response_translated,predicted_label_translated,correct_translated,gold_label,language,original_prediction,translated_prediction,original_correct,translated_correct,transition
afrifact_data_culture_yoruba_701,yoruba,"Nígbà tí Buhari jẹ́ ààrẹ, ó lo sáà méjì àti àbọ̀ kí ó tó kúrò ní ipò.","Muhammadu Buhari (tí wọ́n bí ní Ọjọ́ ketàdínlógún, Oṣù Kejìlá Odún 1942 o si ku ni Oṣu Keje ọjọ 13, Ọdun 2025) olóṣèlú tí ó jẹ́ Ààrẹ orílè-èdè láàrin ọdún 2015 sí ọdún 2023. Ó lo ṣáà àkọ́kọ́ rẹ̀ láàrin odún 2015 sí 2019 àti kejì láàrin ọdún 2019 sí 2023 .",refutes,supports,supports,False,yoruba,"When Buhari was president, he spent two and a half years before leaving office.","Muhammadu Buhari (born on December 17, 1942 and died on July 13, 2025) politician who was the President of the country between 2015 and 2023. He served his first term between 2015 and 2019 and the second between 2019 and 2023 .",refutes,nei,nei,False,refutes,yoruba,supports,nei,False,False,wrong_to_wrong
afrifact_data_culture_yoruba_592,yoruba,Gbogbo ìlú tí ó wà ní ìpínlẹ̀ Kwara ni ẹ̀yà náà tẹ̀dó sí.,"Àwọn méjì tí ó jẹ́ akíkanjú jùlọ ìyẹn Ajẹbú àti Olóde ni a pa orúkọ wọn pọ̀ tí ó wá di “AJẸ́BU-OLÓDE” èyí tí à ń pè ní ÌJẸ̀BÚ-ÒDE títí di òní olóni yìí. Èdè Ìjẹ̀bu ni àwọn ẹ̀yà yìí máa ń sọ. A sì le rí wọn káàkiri ilẹ̀ Nàìjíríà. Àpẹẹrẹ àwọn ìlú tí a lè rí ni ẹkùn Ìjẹ̀bú ni Ìjẹ̀bú-Òde, Musin, Ata-Ìjẹ̀bú, Imọ̀pè, Òdo-Pótu, Àgọ́-Ìwòyè, Ìjẹ̀bú-Igbó, Orù, Awà, Ìlápòrú, Ìṣònyìn, Ìpàrí-Ńlá, Òdokálàbà, Ìdọwá, Merígò, Òdoogbolú, Ọ̀ṣọṣà àti bẹ́ẹ̀ bẹ́ẹ̀ lọ.",nei,refutes,refutes,False,yoruba,Every town in Kwara state is inhabited by the tribe.,"Two of the bravest people, namely Ajebu and Olode, their names were combined to become ""AJEBU-OLODE"" which is called IJEBU-ODE until today. These tribes speak the Ijebu language. And we can see them all over Nigeria. Examples of towns that can be found in Ijebu region are Ijebu-Ode, Musin, Ata-Ijebu, Oppe, Odo-Potu, Ago-Iwoye, Ijebu-Igbo, Oru, Awa, Ilaporu, Okononi, Ipari-Tula, Odokalaba, Idawa, Merigo, Odoogbolu, Ososha and so on.",nei,nei,nei,True,nei,yoruba,refutes,nei,False,True,wrong_to_correct
afrifact_data_culture_igbo_273,igbo,"Mmanya ndị dị ka fanta, coke na sprite na-amasị ụmụaka iji je akwụkwọ","Eji aha dị iche iche mara ya na mpaghara dị iche iche ma bụrụkwa ihe a na-ahụkarị na mpaghara Eshia, Africa, Caribbean, South America na Micronesia . ",nei,nei,nei,True,igbo,"Alcohol such as fanta, coke and sprite are preferred by children to go to school","It is known by different names in different regions and is common in Asia, Africa, the Caribbean, South America and Micronesia.",nei,nei,nei,True,nei,igbo,nei,nei,True,True,correct_to_correct
afrifact_data_culture_hausa_509,hausa,"Hadisi na nufin faɗar Annabi Sallallahu Alaihi Wasallama, aikin sa da kuma tabbatarwarsa.",A wajen su ma’anar Hadisi shi ne Hakaito Fadar Manzon Allah [S.A.W] Aikinsa da kuma Tabbatarwarsa.,supports,supports,supports,True,hausa,"Hadith refers to the sayings of the Prophet Sallallahu Alaihi Wasallam, his work and his confirmation.","According to them, the meaning of Hadith is Hakaito Fadar of the Messenger of God [S.A.W] His work and confirmation.",supports,supports,supports,True,supports,hausa,supports,supports,True,True,correct_to_correct
afrifact_data_culture_hausa_515,hausa,Sunna na nufin abinda Annabi (S.A.W) ya yi ko aka yi a gabansa bai hana ba.,"Asalin sunan ya zo ne daga kalmar Sunna , wato koyi da yin dukkan abun da Annabi (S.A.W.) ya aikata, ko ya yi umarni, da a aikata ko kuma aka aikata shi a gabansa amma baiyi hani akan abun da aka aikatan ba.",supports,supports,supports,True,hausa,Sunnah means what the Prophet (S.A.W) did or what was done before him did not prevent.,"The origin of the name comes from the word Sunna, that is to learn and do everything that the Prophet (S.A.W.) did, or ordered, to be done or was done before him but he did not prohibit what was done.",supports,supports,supports,True,supports,hausa,supports,supports,True,True,correct_to_correct
afrifact_data_culture_igbo_604,igbo,Ọnụọgụ mmadụ puku abụọ na itoolu anwụọla na mba Kenya n'ihi nje Ebola.,A na-eche na ọtụtụ mmadụ anwụọla na mpaghara Festac dị na Legọs a na-akpọ Abule Ado dịka igwe na-ebu gassị nwuru ọkụ ma gbaa ka ogbunigwe n'ụtụtụ Sọnde. Ebe a mberede a mere dị n'okpuru ọchịchi Amaọdofin. Onye ntaakụkọ BBC nọ n'ebe ahụ n'akọwa na-ana eme nyocha ka achọpụta ụdịrị mmanụ igwe ahụ bụ. Ndị ọrụ gbata gbata dị iche iche nọkwa ebe ahụ.,nei,nei,nei,True,igbo,"A total of 2,900 people have died in Kenya due to the Ebola virus.",Many people are believed to have died in the Festac area of ​​Lagos known as Abule Ado as a gas truck caught fire and exploded on Sunday morning. This place where the accident happened is under the command of Amadofin. A BBC reporter was there explaining and doing research to find out what kind of oil the machine was. Various international workers are also there.,nei,nei,nei,True,nei,igbo,nei,nei,True,True,correct_to_correct
afrifact_data_culture_igbo_029,igbo,Ozi a ha wepụtara adịghị n'akara twitter ha.,Nke a dị n'ozi ha wepụtara n'akara twitter ha.,refutes,refutes,refutes,True,igbo,This message they released is not on their twitter handle.,This is in a message they released on their twitter account.,refutes,refutes,refutes,True,refutes,igbo,refutes,refutes,True,True,correct_to_correct
afrifact_data_culture_yoruba_292,yoruba,Jude Chukwuka: Wò ó bí oríkì àwọn ìlú Yorùbá ṣe yọ̀ lẹ́nu ọmọ Igbo jú ọmọ onílùú lọ.,"Agba amofin naa gba awọn gomina mejeeji yii ni gbolohun nitori abẹwo ti wọn se sọdọ aarẹ Buhari lọjọru lori eto aabo to mẹhẹ nipa ọsẹ tawọn ọdaran darandaran n se. Bẹẹ ba gbagbe, gomina Makinde ati Akeredolu lo tọ Buhari lọ nilu Abuja lati beere fun afikun eto aabo to peye, nitori ọwọja awọn ọdaran darandaran to gogo nipinlẹ koowa wọn. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: Makinde, to bawọn akọroyin sọrọ lẹyin ipade wọn pẹlu aarẹ si ni oun lo anfaani abẹwo naa lati beere fun agbekalẹ afikun ileesẹ ọlọpaa kogberegbe nipinlẹ toun. Ifọrọwerọ pẹlu Gani Adams lori ọrọ Sunday Igboho Amọ Falana, lasiko to n takurọsọ pẹlu awọn akọroyin ni, awọn gomina yiii ni ipese eto aabo to peye wa nikawọ wọn, pẹlu ileesẹ ọlọpaa, ko si yẹ ki wọn lọ sọdọ aarẹ. Agba amofin naa woye pe aarẹ lo n dari ileesẹ ologun nilẹ Naijiria, kii se ileesẹ ọlọpaa, ko ba si san ko jẹ pe ọdọ ajọ to n sakoso ileesẹ ọlọpaa nilẹ wa, ni wọn gbe ibeere wọn lọ.",nei,nei,nei,True,yoruba,Jude Chukwuka: Look at how the poetry of Yoruba cities is more pleasing to the Igbo than to the city dwellers.,"The senior lawyer accepted the two governors' sentence because of the visit they made to President Buhari in violation of the weak security system regarding the week that the herdsmen are doing. If you forget, governors Makinde and Akeredolu went to Buhari in Abuja to ask for an additional adequate security system, because of the number of herdsmen criminals in their state. The news made you more interested: Makinde, when he spoke to journalists after their meeting with the president, he used the opportunity of the visit to ask for the formation of an additional police station in the state. Discussion with Gani Adams on Sunday Igboho Amo Falana, when he was arguing with journalists, these governors have adequate security system, including the police, and they should not go to the president. The senior lawyer realized that the president is leading the military in Nigeria, not the police, and if it is not the youth of the organization that controls the police in our country, they will take their questions.",nei,nei,nei,True,nei,yoruba,nei,nei,True,True,correct_to_correct
afrifact_data_culture_yoruba_791,yoruba,Ẹ̀sìn ìsìláàmù jẹ́ àṣà tí Ọlọ́run ń lò láti fi ránṣẹ́ sí ànọ́bì kí àlàáfíà àti ìrọ̀rùn lè wà láàárín gbogbo ọmọnìyàn.," jẹ́ ẹ̀sìn àlááfíà,ìrọ̀rùn àti ìjupá-jusẹ̀ sílẹ̀ fún Ọlọ́run aṣẹ̀dá gbogbo ayé nípa ṣ́iṣe ìfẹ́ àti títèlé àṣẹ rẹ̀ yálà o tẹ́ ọ lọ́rùn tàbí kò tẹ́ ọ lọ́rùn. Ó tún jẹ́ ẹ̀sin tí Ọlọ́run tún fi ránṣẹ́ sí gbogbo ayé látọwọ́ àwọn òjíṣ̣́e rẹ̀ tó ti rán wá ṣáájú ànọ́bì ọmọ Abdullah (kí ìkẹ́ àti ọlà Ọlọ́hun ó ma bá a). ",refutes,supports,supports,False,yoruba,Islam is a practice that God uses to send a prophet so that there can be peace and ease among all people.,"is a religion of peace, simplicity and submission to God, the creator of the whole world by doing his will and following his command whether you like it or not. It is also a religion that God sent to the whole world through his messengers who sent us before the prophet Abdullah (may God bless him).",refutes,supports,supports,False,refutes,yoruba,supports,supports,False,False,wrong_to_wrong
afrifact_data_culture_yoruba_186,yoruba,Àwọn ọmọ ẹgbẹ́ PDP fẹ̀hónúhàn nílé ẹjọ́ gíga jùlọ lórí owó ìṣúná ẹ̀ka ìdájọ́.,"Àwọn ọmọ ẹgbẹ́ PDP fẹ̀hónúhàn nílé ẹjọ́ gíga jùlọ Iru ofin wo ni wọn fi n ṣe eto owo iṣuna ẹka idajọ tẹlẹ? Ṣaaju ki Aarẹ Buhari to o pa aṣẹ naa, awọn gomina ipinlẹ lo ma n sọ iye owo ti wọn yoo fun awọn ẹka ijọba yooku, to fi mọ yiyọnda owo naa fun wọn. O ma n farahan ninu aba owo isuna ti wọn n gbe lọ siwaju awọn aṣofin ipinlẹ.",supports,supports,supports,True,yoruba,PDP members protested at the Supreme Court on the budget of the judiciary.,"PDP members spoke at the supreme court What kind of law are they making the budget of the justice department before? Before President Buhari closed the order, the state governors used to say how much money they would give to other government departments, so that they know how much money will be given to them. It often appears in the budget proposals that are being presented to state legislators.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong
afrifact_data_culture_yoruba_295,yoruba,"Sunday Igboho ní pé àwọn Fulani kò leè dúró, táa bá lo ohun tí a jogún lọ́dọ̀ àwọ̀n bàbá ńlá wa.","Awọn ara adugbo naa ti wa rọ ijọba ipinlẹ Ọyọ lati tete da si ọrọ naa tori kii se igba akọkọ ree ti awọn ọmọ onilẹ yoo wa maa dun mahuru-mahuru mọ wọn lori ilẹ ti wọn ti ra lati ọdun gbọọrọ. Gẹgẹ bi iroyin naa ti wi, nigba ti BBC Yoruba kan si agbẹnusọ fun ileesẹ ọlọpa nipinlẹ Ọyọ, Olugbenga Fadeyi lati gbọ tẹnu rẹ, o ni ka pe oun pada laipẹ.",nei,nei,nei,True,yoruba,"Sunday Igboho said that the Fulani cannot stand, if we use what we inherited from our forefathers.","The people of the neighborhood have come to urge the Oyo state government to quickly intervene in the matter because it is not the first time that the children of the land will come and play mahuru-mahuru against them on the land they have bought for years. According to the report, when BBC Yoruba contacted the spokesperson for the police station in Oyo state, Olugbenga Fadeyi to hear his insistence, he said that he returned soon.",nei,nei,nei,True,nei,yoruba,nei,nei,True,True,correct_to_correct
