id,language_original,claim_original,gold_evidence_original,gold_label_original,raw_response_original,predicted_label_original,correct_original,language_translated,claim_translated,gold_evidence_translated,gold_label_translated,raw_response_translated,predicted_label_translated,correct_translated,gold_label,language,original_prediction,translated_prediction,original_correct,translated_correct,transition
afrifact_data_culture_yoruba_383,yoruba,"Àwọn fídíò tó ń lọ káàkiri orí Íńtánẹ́ẹ̀tì fi hàn pé àwọn òṣìṣẹ́ ń jẹ́ kí àwọn àlejò pàtàkì fi ọwọ́ kan òkúta náà ní ìkọ̀kọ̀, èyí tó fi hàn pé níṣe ni wọ́n ya àwọn kan sọ́tọ̀ tí òfin náà ò lè múnáà sílò.","Yatọ si Ka'abah, awọn alalaji ko tun ni fọwọ kan okuta dudu ti a mọ si Hajar Aswad, ti wọn si tun gbọdọ fi aye ijina sira ẹni iwọn mita kan ati aabọ si ara wọn silẹ, lasiko ti wọn ba n ṣe ijọsin . Ọpọ musulumi ni ko ni lanfani lati kopa ninu Hajj tọdun yii, nitori bi Saudi ti kede pe, eeyan diẹ ni yoo kopa ninu ijọsin yii, to jẹ opo kan pataki ninu ẹsin Islam.",refutes,nei,nei,False,yoruba,"Videos circulating on the Internet show that officials allow special guests to touch the stone in secret, which shows how some people are isolated from the law.","Apart from the Ka'abah, worshipers will not touch the black stone known as Hajar Aswad, and they must also leave a distance of one meter and welcome to each other, while they are worshiping. Many Muslims will not have the opportunity to participate in this year's Hajj, because as Saudi has announced that, few people will participate in this church, which is an important group in the Islamic religion.",refutes,nei,nei,False,refutes,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_523,hausa,Gwamnatin Najeriya ce ta bada umarnin kashe Sheikh Ja'afar Mahmud Adam.,"Duk da yake wasu sun ce , wata kungiya mai tsattsauran ra'ayi, ta kashe Sheikh din, wasu sun ce Mista Shekarau, gwamnan Kano a lokacin, na iya kasancewa da alhakin saboda malamin yana daya daga cikin manyan masu sukar sa.",refutes,nei,nei,False,hausa,The Nigerian government ordered the killing of Sheikh Ja'afar Mahmud Adam.,"While some said that a radical group killed the Sheikh, others said that Mr. Shekarau, the governor of Kano at the time, could be responsible because the teacher was one of his biggest critics.",refutes,nei,nei,False,refutes,hausa,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_yoruba_377,yoruba,Àwọn ará-ìlú kọ̀ láti gbóríyìn fún Oṣinbajo fún iṣẹ́ takuntakun tó ṣe láti ri pé ètò ọrọ̀-ajé  ń lọ bó ṣe yẹ.,"Ko si idi meji tawọn ọmọ orilẹ-ede Naijiria fi n kan saara si Ọjọgbọn Oṣinbajo, ju awọn igbesẹ akọ to gbe lasiko to fi n dele fun aarẹ Muhammadu Buhari fun ọjọ mẹwaa to lọ lo fun isinmi laipẹ ati latẹyin wa. Amọ ṣa, gẹgẹ bii oloṣelu to wa lati ẹkun guusu orilẹ-ede Naijiria, ko daju pe Ọṣinbajo yoo lee dide dije fun ipo aarẹ lasiko idibo apapọ ọdun to n bọ, nitori ilana yan-ki-n-yan eleyi ti wọn fi le ori eto idipo-mu laarin ẹkun ariwa ati guusu orilẹ-ede naa. 'Ipaniyan ati ifiyajẹni lọna ti ko bofinmu lọwọ awọn ọlọpaa' Laipẹ yii ni Ọjọgbọn Ọṣinbajo paṣẹ atunto ikọ agbenawoju awọn adigunjale, FSARS ti o ti di atobi-maṣee-bawi bayii nitori oniruru ẹsun iwa ibajẹ ti wọn fi n kan wọn.",refutes,nei,nei,False,yoruba,The citizens refused to praise Osinbajo for the hard work he did to see that the economy was going as it should.,"There are no two reasons why Nigerians are so angry with Professor Oşinbajo, than the steps he took during his visit to President Muhammadu Buhari for the last ten days he spent on vacation recently and after us. Amso, like a politician from the southern part of Nigeria, is not sure that Osinbajo will be able to compete for the position of president during next year's general election, because of the pick-and-pick process that they put on the system of representation between the north and south of the country. 'Unlawful killing and punishment by the police' Recently, Professor Osinbajo ordered the reorganization of the armed forces of robbers, FSARS, which has now become too big because of the various accusations of corruption against them.",refutes,nei,nei,False,refutes,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_yoruba_045,yoruba,"Eégún Alábala ni ó máa ń pidán, eégún Apẹ̀sà ni ó máa ń kọrin ki àwọn ènìyàn nígbà tí eégún Aláago jẹ́ eégún onífàájì",Àwọn wọ̀nyí ni wọ́n ma ń pidán tí wọ́n sì ma ń yí . Egúngún Apẹ̀ṣà. Irúfẹ́ àwọn egúngún wọ̀nyí ló m a ń kọrin ki àwọn ènìyàn. Egúngún Aláago. Àwọn eégún wọ̀nyí jẹ́ egúngún oní fàájì àti bbl. Orúkọ tí wọ́n ń pe àwọn egúngún wọ yí tún yàtọ̀ síra wọn ní ìlú sílú ati àdúgbò sí àdúgbò. Ìtàn nípa Egúngún [ | ] Onirunrun itan lo ro mo Iwasayi tabi ibere egungun sugbon eyi ti a o salaye ni Itan akoni ti a mo si Ogogo omo kulodo.,supports,nei,nei,False,yoruba,"The curse of Alabala is the curse, the curse of Apesa is the one who sings to people while the curse of Aláago is the curse of leisure",These are the ones who keep twisting and turning. The Bone of the Fisherman. I am singing to the people about the beauty of these bones. The Clock's Bone. Àwọn eégún wọ̀nyí jẹ́ egúngún oní fàájì àti bbl. The names they call these bones also differ from city to city and community to community. The Story of Bones [ | ] The story teller thinks Iwasayi or the beginning of the bones but what we will explain is the story of the hero known as Ogogo son of kulodo.,supports,nei,nei,False,supports,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_096,hausa,Malaman makaranta guda 22000 ne suka rasa aiki sakamakon wani garanbawul da Nasir El-Rufa'i ya yiwa ma'aikatar ilimi a jihar Kaduna.,"gwamna, El-Rufai ya fara aiwatar da garambawul a fannin ilimi da nufin sake fasalin yanayin ilimi a jihar. El-Rufai ya kori sama da malaman firamare 22,000. [ ] Gwamnatin E",supports,nei,nei,False,hausa,22000 school teachers have lost their jobs as a result of a guarantee by Nasir El-Rufai to the Ministry of Education in Kaduna State.,"The governor, El-Rufai has started the implementation of reforms in the education sector with the aim of reforming the educational environment in the state. El-Rufai sacked over 22,000 primary school teachers. [ ] The government of E",supports,nei,nei,False,supports,hausa,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_504,hausa,Littafin Alƙur'ani mai girma ya ambaci Attaura sau goma sha takwas.,"A cikin Alqur'ani [ | ] Kalmar Tawrat ta zo sau goma sha takwas a cikin Alqur'ani kuma an ambaci sunan Musa sau 136 a cikin Alqur'ani; babu inda aka rubuta cewa Musa shi kadai aka bai wa Tawrat, amma akasin haka an rubuta a cikin Alkur’ani cewa annabawa sun yi mulki da Tawrat.",nei,supports,supports,False,hausa,The Holy Qur'an mentions the Torah eighteen times.,"In the Qur'an [ | ] The word Tawrat appears eighteen times in the Qur'an and the name of Moses is mentioned 136 times in the Qur'an; nowhere is it written that Moses alone was given the Torah, but on the contrary it is written in the Qur'an that the prophets ruled with the Torah.",nei,supports,supports,False,nei,hausa,supports,supports,False,False,wrong_to_wrong
afrifact_data_culture_hausa_392,hausa,Mabiya JIBWIS suna gudanar da taruka na koyan girki da zaman lafiya a cikin al’umma.,"Jama'atu Izalatul Bidi'a Wa'Ikamatus Sunnah ( JIBWIS ). ƙungiyar addinin ce, mabiya tsira da amincin Allah su kara tabbata a gareshi. Sannan kuma an kafa wannan ƙungiyar ne a babban Birnin Jihar dake wanda babban malamin Musulunci kuma Babban Hafsan Sojan ya kafa, wato Sheikh Jos wanda kuma har yanzu Cibiyar Gudanarwa na ƙungiyar yana garin Jos a ƙarƙashin jagorancin Khalifa na farko na wannan ƙungiya wato Sheikh wanda kuma har yanzu Cibiyar Gudanarwa na kungiyar yana garin Jos a karkashin jagorancin Khalifa na farko na wannan ƙungiya wato Sheikh Ƙungiya ce da aka kafa ta da manufar yaƙi da bidi'o'i, wato ƙirqire-ƙirqire a cikin addini da kuma tabbatar da biyayya ga (Aminci Allah ya kara tabbata a gare shi) tare da abubuwan da ya zo da su daga Allah Maɗaukakin Sarki, ba tare da daɗi ko ragi ba.",refutes,nei,nei,False,hausa,Followers of JIBWIS organize meetings to learn cooking and peace in the community.,"Jama'atu Izalatul Bid'a Wa'Ikamatus Sunnah (JIBWIS). it is a religious group, the followers may be safe and secure in God's safety. And this organization was established in the capital city of the state which was founded by the great teacher of Islam and the Chief of the Army, that is Sheikh Jos and the Organization Center is still in Jos under the leadership of the first Khalifa of this organization that is Sheikh and the organization is still in Jos under the leadership of the first Khalifa of this organization that is Sheikh. trust in him) with the things he brought from God Almighty, without pleasure or loss.",refutes,nei,nei,False,refutes,hausa,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_yoruba_341,yoruba,Ọjọ́ Ìṣẹ́gun ni àwọn oníròyìn gbé ìròyìn yìí síta nípa ilé alárinrin tí Aláàfin kọ fún àwọn olorì rẹ̀.,"Ọjọ Aiku la mu iroyin wa fun yin pe Kabiyesi naa fun Olori Memunat Omowunmi ni ẹbun ile alarinrin kan nilu Ibadan. Amọ olori keji, Aishat Folasade toun naa gba ẹbun ile alarinrin mii naa ti kede sita loju opo ibanidọrẹpọ rẹ pe oriire naa kan oun.",refutes,nei,nei,False,yoruba,"On Victory Day, journalists published this news about the magnificent house built by Aláfin for its leaders.","On Sunday we bring you the news that His Majesty gifted Chief Memunat Omowunmi with a beautiful house in Ibadan. The second leader, Aishat Folasade, who also won the award, has announced on her social media that she was lucky.",refutes,nei,nei,False,refutes,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_yoruba_557,yoruba,Oríṣi Gaàrí kan ló wà nílẹ̀ Yorùbá. Èyí sì ni Gaàrí ìjẹ̀bú.,"Garri flour Cooked garri ( ) on a plate in Cameroon Whole cassava tubers Peeled cassava pieces Ní ẹkùn ìwọ̀ oòrùn , gaàrí (tí a tún mọ̀ sí gari , galli , tàbí gali ) ó jẹ́ ìyẹ̀fun tí a rí láti ara ẹ̀gẹ́. Nínú èdè , gaàrí túmọ̀ sí ìyẹ̀fun ti , , , , , àti . Fún àpẹẹrẹ, garin dawa jẹ́ èyí tí a rí láti ara , garin masara àti garin alkama jẹ́ èyí tí a rí láti àti wíìtì bákan náà, nígbà tí garin magani jẹ́ irinṣẹ́ ìyẹ̀fun. A máa ń pò ó papọ̀ mọ́ omi tútù àti omi gbígbóná ní àwọn orílẹ̀-èdè kan ní ilẹ̀ bíi: , , , , , àti . Ẹ̀gẹ́, èyí tí ó jẹ́ egbò tí a ti rí gaárí , ó kún fún àwọn èròjà tí ó pọ̀. Gaàrí tún fara jọ tí orílẹ̀-èdè , tí wọ́n máa ń lò láti pèsè àwọn onírúurú oúnjẹ, pàápàá jùlọ ní Ìpínlẹ̀ . Bí a ṣe ń ṣe é [ | ] Process of garri making Láti ṣe ìyẹ̀fun gaàrí , a máa wú , bẹ ẹ́, lẹ́yìn náà ni a máa fọ̀ ọ́ tónítóní kí á tó gún un. A le fi òróró sí i kí a tó dà á sínú àpò, lẹ́yìn náà ni a máa gbé e sí abẹ̀ ẹ̀rọ tí a fi máa fún un fún wákàtí kan sí wákàtí mẹ́rìnlélógún láti fún àwọn omi tí ó wà lára rẹ̀. Lẹ́yìn tí ó bá gbẹ tán ni a máa yan án nínú agbada ńlá, a le fi òróró sí i tàbí kí a má fi sí i. Lẹ́yìn èyí ni ó máa fún wa ní Gaàrí, a le rọ́ pamọ́ fún ọjọ́ pípẹ́. A le gún un lódó tàbí kí á lọ̀ ọ́ lẹ́rọ láti fún wa ní ìyẹ̀fun. Gaàrí pín sí oríṣiríṣi, lébú, èyí tí kò kúná àti èyí tí kò kùnà púpọ̀, èyí tí a le lò láti ṣe onírúurú oúnjẹ.",refutes,nei,nei,False,yoruba,There is a type of Gaari in Yoruba land. And this is Gaari the curse.,"Garri flour Cooked garri ( ) on a plate in Cameroon Whole cassava tubers Peeled cassava pieces In the western region, garri (also known as gari, galli, or gali) is a flour obtained from the body of cassava. In the language, sugar means the powder of , , , , , and . For example, garin dawa is obtained from flesh, garin masara and garin alkama are obtained from wheat as well, while garin magani is a flour tool. We mix it together with cold and hot water in some countries such as: , , , , , and . Egeg, which is a sore that we have seen, is full of many ingredients. Gaari is also similar to that of the country, which is used to prepare different types of food, especially in the state. How we do it [ | ] Process of garri making To make garri powder, we will boil it, then we will wash it clean before we grind it. We can add oil to it before pouring it into the bag, then we will put it under the machine where we will give it for one hour to twenty-four hours to give the water that is on it. After it is dry, it will be baked in a large bowl, we can add oil or not. After this he will give us Gaari, we can hide for a long day. We can stab him or use him to give us flour. Salt is divided into different types, lebu, which does not fail and which does not fail much, which can be used to make different kinds of food.",refutes,nei,nei,False,refutes,yoruba,nei,nei,False,False,wrong_to_wrong
afrifact_data_culture_hausa_211,hausa,Gidan Arewa gini ne da ya kasance wurin ajiyar kayan yaƙin turawan mulkin mallaka.,"An yi amfani da gidan a matsayin cibiyar bincike tun daga shekarar 1970, bayan da aka ba kwamitin da aka sani da Kwamitin Tarihin Arewacin Najeriya alhakin rubuta littafi akan tarihin Arewacin Najeriya.",refutes,nei,nei,False,hausa,The North House is a building that used to be a storage place for British colonial war equipment.,"The house has been used as a research center since 1970, after a committee known as the Committee on the History of Northern Nigeria was tasked with writing a book on the history of Northern Nigeria.",refutes,nei,nei,False,refutes,hausa,nei,nei,False,False,wrong_to_wrong
