query_id,language,claim,gold_label,gold_evidence,rank,retrieved_id,retrieved_language,retrieved_evidence,bm25_score,is_gold_evidence
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,2,afrifact_data_culture_igbo_295,igbo,"Mbadiwe hibere akwụkwọ akụkọ nke ya, Daily Telegraph, dịka akụkụ ngagharị iwe.",15.243609553628843,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,3,afrifact_data_culture_igbo_298,igbo,"Mbadiwe hibere akwụkwọ akụkọ nke ya, Daily Telegraph, dịka akụkụ ngagharị iwe.",15.243609553628843,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,4,afrifact_data_culture_igbo_056,igbo,Omume nke ngagharị iwe ahụ gụnyere 'ịnọdụ ala' site n'aka ụmụ nwanyị.,15.073773328629187,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,5,afrifact_data_culture_igbo_055,igbo,Omume nke ngagharị iwe ahụ gụnyere 'ịnọdụ ala' site n'aka ụmụ nwanyị.,15.073773328629187,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,6,afrifact_data_culture_igbo_349,igbo,"Nwanyeruwa haziri ụmụ nwanyị Naijiria di 10,000 na ngangharị iwe megide ndị ọchịchị na ndị ọchịchị obodo. Ọ bụ ezie na ngagharị iwe ahụ eweteghị ọtụtụ mgbanwe ma ọ bụ nnabata nke ihe Nwanyeruwa chọrọ, maọ mere ka nwanyị ne tinye aka na usoro ndọrọ ndọrọ ọchịchị Naijiria.",14.827214908714637,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,7,afrifact_data_culture_igbo_350,igbo,"Nwanyeruwa haziri ụmụ nwanyị Naijiria di 10,000 na ngangharị iwe megide ndị ọchịchị na ndị ọchịchị obodo. Ọ bụ ezie na ngagharị iwe ahụ eweteghị ọtụtụ mgbanwe ma ọ bụ nnabata nke ihe Nwanyeruwa chọrọ, maọ mere ka nwanyị ne tinye aka na usoro ndọrọ ndọrọ ọchịchị Naijiria.",14.827214908714637,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,8,afrifact_data_culture_igbo_694,igbo," Nwa nwaanyị Nke a bụ aha a na-akpọ nwaanyị site na mgbe a mụrụ ya ọhụrụ ruo mgbe ọ gbara ihe dịka otu afọ. Ọ bụrụ na o ruo afọ abụọ gawa afọ ,a kpọọ ya 'nwata nwaanyị na-etolite etolite'. O nwereike ọ bụrụ na ọ bụ nwaanyị e bu ụzọ mụọ, a ga-akpọ ya 'Nwada nwaanyị'. Obere agbọghọ A na-akpọ nwaanyị 'obere agbọghọ' ma ọ bụrụ na o tolite site n'afọ itoolu ruo afọ iri na itoolu. Mgbe ahụ e nweela mgbanwe n'ahụ ya nke gụnyere; ịkpụ ara, ịgba ajị abụ na nke ngada, ịhụ nsọ ya nakwa mgbanwe ndị ọzọ. Site n'afọ iri na asatọ gawa ruo afọ iri abụọ na otu, e nwereike ịkpọ ya 'Agbọghọ nwaanyị'.",10.286849720201566,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,9,afrifact_data_culture_igbo_694,igbo," Nwa nwaanyị Nke a bụ aha a na-akpọ nwaanyị site na mgbe a mụrụ ya ọhụrụ ruo mgbe ọ gbara ihe dịka otu afọ. Ọ bụrụ na o ruo afọ abụọ gawa afọ ,a kpọọ ya 'nwata nwaanyị na-etolite etolite'. O nwereike ọ bụrụ na ọ bụ nwaanyị e bu ụzọ mụọ, a ga-akpọ ya 'Nwada nwaanyị'. Obere agbọghọ A na-akpọ nwaanyị 'obere agbọghọ' ma ọ bụrụ na o tolite site n'afọ itoolu ruo afọ iri na itoolu. Mgbe ahụ e nweela mgbanwe n'ahụ ya nke gụnyere; ịkpụ ara, ịgba ajị abụ na nke ngada, ịhụ nsọ ya nakwa mgbanwe ndị ọzọ. Site n'afọ iri na asatọ gawa ruo afọ iri abụọ na otu, e nwereike ịkpọ ya 'Agbọghọ nwaanyị'.",10.286849720201566,False
afrifact_data_culture_igbo_058,igbo,Ngagharị iwe a bụ ụzọ e si edozi esemokwu.,nei,Ọ bụ nnukwu nnupụisi mbụ ụmụ nwanyị mere na West Africa.,10,afrifact_data_culture_igbo_695,igbo," Nwa nwaanyị Nke a bụ aha a na-akpọ nwaanyị site na mgbe a mụrụ ya ọhụrụ ruo mgbe ọ gbara ihe dịka otu afọ. Ọ bụrụ na o ruo afọ abụọ gawa afọ ,a kpọọ ya 'nwata nwaanyị na-etolite etolite'. O nwereike ọ bụrụ na ọ bụ nwaanyị e bu ụzọ mụọ, a ga-akpọ ya 'Nwada nwaanyị'. Obere agbọghọ A na-akpọ nwaanyị 'obere agbọghọ' ma ọ bụrụ na o tolite site n'afọ itoolu ruo afọ iri na itoolu. Mgbe ahụ e nweela mgbanwe n'ahụ ya nke gụnyere; ịkpụ ara, ịgba ajị abụ na nke ngada, ịhụ nsọ ya nakwa mgbanwe ndị ọzọ. Site n'afọ iri na asatọ gawa ruo afọ iri abụọ na otu, e nwereike ịkpọ ya 'Agbọghọ nwaanyị'.",10.286849720201566,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",1,afrifact_data_culture_igbo_749,igbo,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",57.918365839660446,True
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",2,afrifact_data_culture_igbo_750,igbo,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",57.918365839660446,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",3,afrifact_data_culture_igbo_748,igbo,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",57.918365839660446,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",4,afrifact_data_culture_igbo_775,igbo,"BBC Igbo jụrụ ndị mmadụ na-eso anyị na Facebook ajụjụ ihe ha na-atụnye ego iji mee onwe ha obiụtọ na ihe ọ na-eri ha n'izu. Ọtụtụ kwuru na ihe na-amasị ha gụnyere ịṅụ manya 'beer', mmanya ọtọbịrịbịrị, nkwọbi, azụ ndụ amịrị amị, 'data' e ji aga n'ịntanetị nakwa ego e ji akpọ ekwentị. ",30.97135299873525,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",5,afrifact_data_culture_igbo_776,igbo,"BBC Igbo jụrụ ndị mmadụ na-eso anyị na Facebook ajụjụ ihe ha na-atụnye ego iji mee onwe ha obiụtọ na ihe ọ na-eri ha n'izu. Ọtụtụ kwuru na ihe na-amasị ha gụnyere ịṅụ manya 'beer', mmanya ọtọbịrịbịrị, nkwọbi, azụ ndụ amịrị amị, 'data' e ji aga n'ịntanetị nakwa ego e ji akpọ ekwentị. ",30.97135299873525,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",6,afrifact_data_culture_igbo_713,igbo,"A na-ahụta alụmdi na nwunye dịka ihe kachasị mkpa na ndụ ndị Igbo, nke chere nwata nwoke na nwaanyị n'ihu ma ha tolite. Alụmdi na nwunye bụ njem a na-abanye n'ime ya ma nọrọ rue oge ọnwụ, ọ bụghị njem agatụ a lawa azụ. Nke a mere nwoke maọbụ nwaanyị ọbụla na-alụ di na nwunye kwesịrị ịsa anya na mmiri. Otu ụzọ gbapụtara ihe ndị Igbo na-eji asa anya na mmiri tupu alụmdi na nwunye bụ ihe a kpọrọ ""Ịjụ ese""",28.857425975183478,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",7,afrifact_data_culture_igbo_711,igbo,"A na-ahụta alụmdi na nwunye dịka ihe kachasị mkpa na ndụ ndị Igbo, nke chere nwata nwoke na nwaanyị n'ihu ma ha tolite. Alụmdi na nwunye bụ njem a na-abanye n'ime ya ma nọrọ rue oge ọnwụ, ọ bụghị njem agatụ a lawa azụ. Nke a mere nwoke maọbụ nwaanyị ọbụla na-alụ di na nwunye kwesịrị ịsa anya na mmiri. Otu ụzọ gbapụtara ihe ndị Igbo na-eji asa anya na mmiri tupu alụmdi na nwunye bụ ihe a kpọrọ ""Ịjụ ese""",28.857425975183478,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",8,afrifact_data_culture_igbo_714,igbo,"A na-ahụta alụmdi na nwunye dịka ihe kachasị mkpa na ndụ ndị Igbo, nke chere nwata nwoke na nwaanyị n'ihu ma ha tolite. Alụmdi na nwunye bụ njem a na-abanye n'ime ya ma nọrọ rue oge ọnwụ, ọ bụghị njem agatụ a lawa azụ. Nke a mere nwoke maọbụ nwaanyị ọbụla na-alụ di na nwunye kwesịrị ịsa anya na mmiri. Otu ụzọ gbapụtara ihe ndị Igbo na-eji asa anya na mmiri tupu alụmdi na nwunye bụ ihe a kpọrọ ""Ịjụ ese""",28.857425975183478,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",9,afrifact_data_culture_igbo_246,igbo,"Ka ọ dị ugbua, BBC Igbo chọrọ ịchịkọta obodo ndị a, ịkọwara gị ihe mere ha ji emepe na ebe ha meperuru.",27.689150411242814,False
afrifact_data_culture_igbo_749,igbo,Ihe isi ike anaghị emetụta ihe ndị e ji alụ ụm̀ụ nwaanyị Igbo. Ụmụ ntorobịa Igbo kwuru na ha zuru ka emee.,refutes,"Ndị ntorobia Igbo: Belatanụ Ihe eji alụ nwaanyị Ndị ntorobia Igbo akpola oku ka obodo dị n'Igbo wedata ihe ndị ọ na-eri iji lụọ nwaanyị n'ala igbo. Ndị ntorobịa kwuru a nke na mkparịtaụka BBC hiwere na Facebook ụbọchị Fraide rụtụ®ụaka na ihe isi ike, ihe ilụnwaanyị na-erị nakwa oke mgbuchi nne nna na Igbo na-egbuchi ụmụ ha ndị nwaanyị so 'ihe na akpata alụghhị di maọbụ nwaanyị n'oge.",10,afrifact_data_culture_igbo_244,igbo,"Ka ọ dị ugbua, BBC Igbo chọrọ ịchịkọta obodo ndị a, ịkọwara gị ihe mere ha ji emepe na ebe ha meperuru.",27.689150411242814,False
