id,language_original,claim_original,gold_evidence_original,gold_label_original,raw_response_original,predicted_label_original,correct_original,language_translated,claim_translated,gold_evidence_translated,gold_label_translated,raw_response_translated,predicted_label_translated,correct_translated,gold_label,language,original_prediction,translated_prediction,original_correct,translated_correct,transition,original_claim_length,original_evidence_length,total_original_text_length
afrifact_data_culture_yoruba_555,yoruba,Gaàrí funfun àti Gaàrí yẹ́lò jẹ́ oríṣi Gaàrí méjì tó wà ní ìwọ̀ oòrùn orílẹ̀-èdè Nàìjíríà.,"Ní ìwọ̀-oòrùn , oríṣi gaari méjì ni ó wà, àwọn náà ni gaàrí funfun yẹ́lò. Gaàrí yẹ́lò jẹ́ èyí tí wọ́n fi epo pupa sí nígbà tí wọ́n bá ń yan án. Orílẹ̀-èdè àti ni a ti le rí funfun àti yẹ́lò. Irúfẹ́ Gaàrí funfun kan ni wọ́n ń pè ní Gaàrí-Ìjẹ̀bú . Èyí tí wọ́n máa ń ṣe ní ilẹ̀ lọ́dọ̀ àwọn ará ní orílẹ̀-èdè .",supports,supports,supports,True,yoruba,White sugar and brown sugar are two types of sugar found in western Nigeria.,"In the west, there are two types of sugar, and they are white sugar. Gaari is the one to which red oil is added when they are baking it. Country and can be seen white and used. A type of white sugar is called Gaari-Ijebu. What they used to do in the land with the brothers in the country.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,100,306,406
afrifact_data_culture_yoruba_765,yoruba,"Yàtọ́ sí oha tí jẹ́ orúkọ ọbẹ̀ náà, ó tún ní àwọn orúkọ oríṣi méjì tí wọ́n tún pe ọbẹ̀ náà. Àwọn ni, uha tabi ọbẹ̀ ora.","Àwọn orúkọ mìíràn tí wọ́n tún ń pe ọbẹ̀ náà ni uha àti ọbẹ̀ ora. Àwọn Oúnjẹ tí ẹ le fi jẹ Oha [ | ] Ọbẹ̀ oha/Uha dára jù lọ pẹ̀lú fùfú. Iyán, sẹ̀mó, ọlá àti ẹ̀bà gbogbo àwọn wọ̀nyí náà ni wọ́n dára pẹ̀lú ọbẹ̀ oha.",supports,supports,supports,True,yoruba,"Apart from oha which is the name of the soup, it also has two different names that are also called the soup. They are, uha or sobe ora.","Other names that they call the soup are uha and ora soup. Foods that you can eat Oha [ | ] Uha/Uha soup is best with fufu. Desire, semo, honor and fear all these are good with oha soup.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,126,213,339
afrifact_data_culture_yoruba_348,yoruba,"Ìjínigbé àti ìwà ọ̀daràn ń pọ̀ si ní ìpínlẹ̀ Oǹdó, pàápàá jùlọ ní ìlú Ọ̀wọ̀.","Ọ̀pọ̀lọ̀pọ̀ ìgbà ni ìjínigbé ti wáyé ní ojú ọ̀nà ìlú Ọ̀wọ̀ sí Ìkàrẹ́-Àkókó. Alukoro fun ileeṣẹ ọlọpa nipinlẹ Ondo, Fẹmi Joseph sọ fun akọroyin BBC Yoruba, pe eniyan mẹta ni awọn ti wọn ji gbe lootọ, ṣugbọn ''ileeṣẹ ọlọpaa ko ti i le sọ boya Fulani lo ji wọn gbe nitori pe a ko ti i ri wọn'' tako iroyin to jade pe awọn fulani daran-daran lo ji wọn gbe. Bakan naa lo sọ ijinigbe ati iwa ọdaran gbogbo kiiṣe ọrọ ẹya tabi ẹsin. Ile isẹ ọlọpaa n gbe Ọrẹkunrin Khadijat rẹlẹ ẹjọ ni Ọjọ Aje ""Ọwọ wa tẹ awọn afurasi ajinigbe mẹjọ ni bi ọsẹ meji sẹyin, ko si si ẹya Fulani kankan lara wọn. Awọn mẹjọ naa si ti wa ni ihamọ nitori ọrọ wọn ti de ile ẹjọ."" Gẹgẹ bi ohun ti Joseph sọ, ọkan lara awọn mẹta ti wọn ji gbe jẹ olukọ ni ileewe gbogbonise Rufus Giwa to wa ni ilu Ọwọ nipinlẹ Ondo. Ọna to lọ si ilu Ipele nitosi Ọwọ ni wọn ti ji olukọ naa gbe.",supports,supports,supports,True,yoruba,"Kidnapping and crime are increasing in Ondo state, especially in the town of Owo.","There have been several kidnappings on the road from Owo to Ikare-Akoko. The head of the police station in Ondo state, Femi Joseph, told the BBC Yoruba reporter, that three people were actually abducted, but ""the police station has not been able to say whether they were abducted by the Fulani because we have not seen them"". He also said that kidnapping and all crimes are not a matter of ethnicity or religion. Khadijat's boyfriend is being prosecuted by the police on Monday ""We arrested eight kidnap suspects about two weeks ago, and there was no Fulani tribe among them. The eight are in custody because their case has reached the court."" According to Joseph, one of the three abducted is a teacher at Rufus Giwa public school in Owo town in Ondo state. The teacher was kidnapped on the way to Ipele town near Owo.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,97,839,936
afrifact_data_culture_yoruba_246,yoruba,Ìlú Àkókó jẹ́ ìlú kan tí ó kalẹ̀ sí agbègbè Àríwá àti Ìlà oòrùn ìpínlẹ̀ Oǹdó.," Ìkàrẹ́-Àkókó ni olú ilé ịṣẹ́ ìjọba ìbílẹ̀ wà. Ìlú náà sì tó iye ọgọ́rùn ún kìlọ́mítà (100 km) sí ìlú tí ó jẹ́ olú ìlú fún gbogbo lápapọ̀. Àkókó wà ní agbede-méjì àríwá àti ìlà oòrùn Ìpínlè Ondó.̀ Ohun tí wọ́n fi ń ṣọrọ̀ ajé ní ìlú Ìkàrẹ́ ni ǹkan ọ̀gbìn bíi: , , àti bẹ́ẹ̀ bẹ́ẹ̀ lọ. ",supports,supports,supports,True,yoruba,Ilu Akkoko is a city located in the North and East region of Ondo state.,"Ikare-Akoko is the head of the local government office. And the city is about a hundred kilometers (100 km) from the city that is the capital for all. Time is in the middle-both north and east of Ondo State. What they are doing business in Ikare town are agricultural things like: , , and so on.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,101,283,384
afrifact_data_culture_yoruba_501,yoruba,"Sheik Muideen Ajani Bello ló wàásù níbí ìsìnkú Ajimobi, tí ó sì gbóríyìn fún Ajimobi gẹ́gẹ́ bí ẹni tí ó bẹ̀rù Ọlọ́run, tí ó sì rọ gbogbo ènìyàn láti ronúpìwàdà, bẹ́ẹ̀ sì ni ó gbàdúrà pé kí Ọlọ́run san án fun gẹ́gẹ́ bí iṣẹ́ ọwọ́ rẹ̀.","Bakan naa, Sheik Muideen Ajani Bello, tii se oniwaasi agbaye to se waasi nibi akanse eto adura naa ni ijoko adura naa ti to fun waasi nikan. Bello ni ""ọpọ awọn fọnran aworan ti Ajimobi ti sọrọ silẹ nigba aye rẹ fihan pe, oloogbe naa kii se eeyan lasan, wolii Ọlọrun ni. Gbogbo ohun ti kaluku wa ba n se ni ka yipada, abi, ta a ni sọ."" O wa gbadura pe ki Ọlọrun kẹ Ajimọbi, ko gẹ ẹ, ko si san gbogbo laada to yẹ ko duro jẹ fun ninu saare. ""Iya ni ọpọ eeyan ti ko yin Ajimobi loju aye rẹ, amọ ti wọn n yin lẹyin to ku tan yoo jẹ niwaju Ọlọrun, nitori igba to wa laye lo yẹ ki wsn sọ daada nipa rẹ.""",supports,supports,supports,True,yoruba,"Sheik Muideen Ajani Bello preached at Ajimobi's funeral, and praised Ajimobi as a God-fearing person, and urged everyone to repent, and prayed that God would reward him according to his handiwork.","Similarly, Sheik Muideen Ajani Bello, who is the world's leading preacher who preached at the prayer program project, has only given a sermon at the prayer seat. Bello said ""many pictures of Ajimobi who spoke during his life show that the deceased is not just a person, he is a prophet of God. Everything that each one of us is doing will change, or not, who will say."" He came and prayed that God would forgive Ajimobi, not punish him, and not pay all the compensation that he should not wait for in saare. ""Mother, there are many people who did not praise Ajimobi in his life, but those who praise him after his death will be before God, because while he is alive, they should speak well of him.""",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,255,596,851
afrifact_data_culture_yoruba_672,yoruba,Ìpínlẹ̀ Èkìtì tí ó wà ní apá ìwọ̀ oòrùn jẹ́ ìdásílẹ̀ pẹ̀lú àwọn ìpínlẹ̀ tuntun márùn-ún mìíràn.,"Ìpínlẹ̀ Èkìtì jẹ́ ní apá ìwọ̀ oòrùn tí ó jẹ́ dídásílẹ̀ ní ọjọ́ kìíní oṣù ọwàwà, pẹ̀lú àwọn ìpínlẹ̀ tuntun márùn-rún mìíràn látọwọ́ ọ̀gágun . Èkìtì ti jẹ́ ìpínlẹ̀ olómìnira kí àwọn òyìnbó tó dé.",supports,supports,supports,True,yoruba,The western state of Ekiti was created along with five other new states.,"Ekiti State is in the western part which was established on the first day of the month of Owawa, along with five hundred other new states by the general. Ekiti had been an independent state before the arrival of the Africans.",supports,refutes,refutes,False,supports,yoruba,supports,refutes,True,False,correct_to_wrong,95,193,288
afrifact_data_culture_yoruba_249,yoruba,Ilé ìwé Girama Badagry Grammar School ni wọ́n ti ṣe ayẹyẹ Àgbádá-rìgì tó kọjá.,"Àjọ̀dún tí wọ́n ṣe kẹ́yìn wáyé nínú ọgb̀a ilé ìwẹ́ girama ìlú náà ìyẹn (Badagry Grammar School), Badagry, , Nàìjíríà. Ìtàn òwò ẹrú nílu Àgbádá-rìgì [ | ] Orúkọ tí ìlú náà ń jẹ́ lónìí (Badagry) ni wọ́n fà yọ láti inú iṣẹ́ àwọn ènìyàn ìlú náà. Lára iṣẹ́ náà ni: iyọ̀ ṣíṣe, ẹja pípa, iṣẹ́ àgbẹ̀. Bákan náà, àwọn mìíràn gbà wípé ìlú náà ni wọ́n fi sọrí ẹnìkan tí ó ń jẹ́ Agbedeh, ẹni tị ó jẹ́ gbajú-gbajà àgbẹ̀ nílu náà tí orúkọ oko rẹ̀ ń jẹ́ Àgbádá-rìgì, tí àwọn Èèbó amúnisìn padà yí sí (Badagry).",supports,supports,supports,True,yoruba,Badagry Grammar School has been celebrating the last Aggada-rigi.,"The last celebration took place in the garden of the town's Grammar School (Badagry Grammar School), Badagry, , Nigeria. The story of the slave trade in Agbadá-rigì [ | ] The name of the city today (Badagry) was taken from the work of the people of the city. Among the jobs are: making salt, fishing, farming. Also, others believe that the town was named after a person named Agbedeh, who was a famous farmer in the town whose farm was called Agbada-rigi, which the colonialists changed to (Badagry).",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,88,495,583
afrifact_data_culture_yoruba_486,yoruba,"Elike Chibuzor ni orúkọ arákùnrin tí ọwọ́ àwọn ọlọ́pàá tẹ̀, tó ní òun lòun jí ọmọ tí wọ́n ń wa gbé.","ọwọ ileesẹ ọlọpa ipinlẹ Ondo tẹ ọkunrin kan to pe orukọ ara rẹ ni Elike Chibuzor, to ni oun loun ji Gold Kọlawọle gbe lọ. Nigba to n fi idi isẹlẹ yii mulẹ fun BBC Yoruba, agbẹnusọ fun ileesẹ ọlọpa nipinlẹ Ondo, Femi Joseph salaye pe, Chibuzor lo pe ileesẹ ọlọpa naa laarọ ọjọ Ẹti pe ọdọ oun ni Gold wa, ti wọn ba si fẹ gbaa pada, ki wọn san ẹgbẹrun lọna ẹgbẹrin naira (₦800,000) fun oun. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: Afurasi naa, to ni ilu Akure ni oun ti n pe awọn ọlọpa ọhun, lo tun fi ye wọn pe, awọn eeyan kan lo ni ki oun parọ mọ Alfa Babatunde, ti ojisẹ Ọlọrun naa ko si mọ ohunkohun nipa bi ọmọde naa se sọnu ninu ile ijọsin Sotitobire.",supports,supports,supports,True,yoruba,"Elike Chibuzor is the name of the brother who was arrested by the police, who said he stole the child they were looking for.","The Ondo State Police arrested a man who identified himself as Elike Chibuzor, who allegedly stole Gold from Kolalazy. While confirming this incident to BBC Yoruba, the spokesperson for the police station in Ondo state, Femi Joseph explained that, Chibuzor called the police station on the morning of Eti and said that he is our Gold, and if they want to return him, they should pay him one thousand eight hundred naira (₦800,000). The news made you want more: The suspect, when he was in Akure town, he was calling the police, he also told them that some people told him to lie to Alfa Babatunde, and the messenger of God did not know anything about how the child disappeared in Sotitobire church.",supports,refutes,refutes,False,supports,yoruba,supports,refutes,True,False,correct_to_wrong,114,648,762
afrifact_data_culture_yoruba_084,yoruba,Baba Ginimbi àti ẹ̀gbọn rẹ̀ wà lára àwọn tí ó ṣorò níbi ìsìnkú rẹ̀.,"Baba Ginimbi ati ẹgbọn baba rẹ, Sekuru Ginimbi wa lara awọn to sọrọ nibi isinku rẹ. Ambuya to jẹ mama mama rẹ nitori mama rẹ gangan ti ku loṣu kinni ọdun to lọ, ati Amai to jẹ aburo mama rẹ naa sọrọ nini isinku rẹ. Ẹgbọn lobinrin, Tete naa wa nibẹ, Mwana, Munkuru, Mukwesha, Muroora lawọn eeyan mii to tun wa nibi isinku Kadungure.",supports,supports,supports,True,yoruba,Ginimbi's father and his brother were among those who attended his funeral.,"Ginimbi's father and his uncle, Sekuru Ginimbi were among those who spoke at his funeral. Ambuya who is his mother's mother because his mother actually died in January last year, and Amai who is his mother's uncle spoke about her funeral. The elder sister, Tete was there, Mwana, Munkuru, Mukwesha, Muroora and others who were also at the Kadungure burial.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,78,331,409
afrifact_data_culture_yoruba_405,yoruba,"Àsìkò tí ìkọlù yìí wáyé láàárín àwọn akẹ́kọ̀ọ́ FUOYE àti ọlọ́pàá ni ìyàwò Gómìnà ìpínlẹ̀ Èkìtì rìn sí, àmọ́ ìròyìn fi lélẹ̀ pé ìjàm̀bá kankan kò ṣe é.","Àwọn akẹ́kọ̀ọ́ ń fẹ̀họ́nú hàn nítorí iná ọba tó ń ṣe ségesège Awọn Alakoso ile iwe giga fasiti ijọba apapọ to wa ni Oye-Ekiti, (FUOYE) ti bu ẹnu ẹ̀tẹ́ lu ifẹhọnu han awọn akẹkọọ Ile- Iwe naa. Paapaa awọn to da rogbodiyan silẹ ni agbeegbe naa ni eyi ti o da alaafia Oye ru lasiko ọhun. Awọn akẹkọọ naa n fẹhọnu han nitori ina ijọba to n ṣe segesege ni awọn yara ikẹkọọ gbogbo to wa ni fasiti naa. Agbẹnusọ Ile-iṣẹ ọlọpaa nipinlẹ Ekiti, Caleb Ikechukwu ni awọn akẹkọọ naa fi ina si oko wọn. Wọn si tun gba ibọn awọn ọlọpaa meji, amọ, awọn akẹkọọ fẹsun kan ọlọpaa pe wọn pa akẹkọọ lasiko ifẹhọnu han, sugbọn ọlọpaa ni ko si ohun to jọ ọ. Bakan naa ni iroyin ni wi pe Iyawo Gomina Ipinlẹ Ekiti, Bisi Fayemi rin si asiko rogbodiyan yii ni. Ìròyìn ní orí ló kó ìyàwó gómìnà ìpínlẹ̀ Ekiti yọ lẹ́yìn tí ìfẹ̀họ́nú àwọn akẹ́ẹ̀kọ́ dá rògbòdìyàn sílẹ̀. Asiko naa ni wọn si ṣe ikọlu si ọkọ rẹ, to jẹ wi pe ori lo ko o yọ ninu ikọlu naa lẹyin ti awọn ọlọpaa lo ‘iṣe commando’ lati mu u kuro nibi rogbodiyan naa.",supports,supports,supports,True,yoruba,"At the time of this attack between the students of FUOYE and the police, the governor of Ekiti state went to visit, but reports say that there was no accident.","Students are protesting because of the fire that is causing havoc. Even those who created conflict in the region are the ones who disturb the peace of Oye at the moment. The students are protesting because of the government fire that is causing havoc in all the study rooms in the university. Ekiti State Police Spokesperson, Caleb Ikechukwu said the students set fire to their farm. They also shot two police officers, but the students accused the police that they killed the students while they were kissing, but the police said there was nothing like it. It is also reported that the wife of the Governor of Ekiti State, Bisi Fayemi went to this time of conflict. It was reported that the wife of the governor of Ekiti state was fired after the students' protest created a conflict. At that time, they attacked her husband, it is said that he survived the attack after the police used 'commando action' to take him away from the conflict.",supports,nei,nei,False,supports,yoruba,supports,nei,True,False,correct_to_wrong,192,997,1189
