id,language,gold_label,qwen_1_5b_claim_only_prediction,qwen_1_5b_gold_prediction,qwen_1_5b_bm25_prediction,qwen_1_5b_adversarial_prediction,qwen_14b_gold_prediction,qwen_14b_translated_prediction,qwen_1_5b_claim_only_correct,qwen_1_5b_gold_correct,qwen_1_5b_bm25_correct,qwen_1_5b_adversarial_correct,qwen_14b_gold_correct,qwen_14b_translated_correct,source_claim,source_gold_evidence,source_gold_label,source_language,num_systems_correct
afrifact_data_culture_hausa_792,hausa,supports,nei,supports,supports,nei,nei,supports,False,True,True,False,False,True,Jihohin Florida da Ohio na daga cikin manyan jihohin da duk wani ɗan takarar shugabancin kasar Amurka ke buƙatar ci don samun nasara.,Fagen fafatawa kamar jihohin Florida da Ohio na da matuƙar muhimmanci wajen tattara ƙuri'u 270 na masu zaɓen shugaban kasa na musamman da ake bukata wajen cin galabar samun Fadar White House,supports,hausa,3
afrifact_data_culture_yoruba_235,yoruba,nei,refutes,nei,refutes,refutes,nei,nei,False,True,False,False,True,True,Gbogbo àwọn Òyìnbó amúnisìn tí wọ́n wà níbẹ̀ ni wọ́n fara mọ́ àbá tí Ọọ̀ni dá.,Oba Oyekan I (ó kú ní ọjọ́ ogbọ̀n oṣù Kẹ̀sán ọdún 1900) joba gẹ́gẹ́ bí Ọba ìlú Èkó láti oṣù kẹta ọdún 1885 sí ọjọ́ ogbọ̀n oṣù Kẹ̀sán ọdún 1900.,nei,yoruba,3
afrifact_data_culture_igbo_618,igbo,supports,refutes,supports,supports,nei,supports,nei,False,True,True,False,True,False,Gọọmentị chọrọ ka e lie Mugabe ebe a na-eli ndị dike obodo mana Ezinụlọ Mugabe ekwenghị n'ihi na Mugabe gwara ha mgbe ọ dị ndụ ka ha lie ya n'akụkụ ala ili nna ya Bona.,"Gọọmentị chọburu ka e lie Mugabe ebe a na-eli ndị dike obodo ji biri, mana ezinụlọ ya ekweghị. Ha kwuru na Mugabe chọrọ ka ili ya na nke nne ya bụ Bona dịkọta nso. Onweghị onye ọrụ gọọmentị gbalitere n'ọkwa bịara olili Mugabe. Nwunye ya bụ Grace nakwa ụmụ ya socha duru akpati ya ruo mgbe a dọnyere ya n'ala. ",supports,igbo,3
afrifact_data_culture_igbo_387,igbo,nei,nei,nei,supports,supports,nei,nei,True,True,False,False,True,True,Ji bụ nri ụmụ ntakịrị na-eri n'ụlọakwụkwọ ma e tinye ya beans na osikapa.,"N'obodo ụfọdụ, emume ahụ na-ewe otu ụbọchị dum, ebe n'ọtụtụ ebe ọ nwere ike iwe otu izu maọbụ karịa.",nei,igbo,4
afrifact_data_culture_yoruba_606,yoruba,supports,refutes,supports,supports,nei,refutes,supports,False,True,True,False,False,True,"Ìgè kú ní ọjọ́ kẹtàlélógún oṣù kejìlá, ọdún 2001 tí wọ́n fipá gba èmí rẹ̀.","A bí Ìgè ní ọjọ́ kẹtàlá oṣu kẹsàán ọdún 1930, ó di olóògbé ní ọjọ́ kẹtàlélógún oṣu kejìlá ọdún 2001. Ìgè di Alákòóso (mínísítà) ìjọba àpapọ̀ fún ẹ̀ka ètò ìdájọ́ àti Agbẹjọ́rò-Àgbà ìjọba àpapọ̀̀ láàrín ọdún 2000 títí di ọdún 2001 tí wọ́n fi fipá gba ẹ̀mí rẹ̀ nínú oṣù Kejìlá ọdún 2001. Ìgè jẹ gómìnà láti osù kẹwàá ọdún 1979 títí dé osù kẹwàá ọdún 2003. Lẹ́yìn ìgbàtí ìjọ̀ba olósèlú padà dé ní ọdún 1999. ̣̣̣̣̣̣̣̣̣́́́́́́́ Ìbẹ̀rẹ̀ ayé rẹ̀ [ | ] Wọ́n bí Jèmísìì Ajíbọ́lá Ìdòwú Adégòkè Ìgè ní ìlú ní ní ọjọ́ kẹtàlá oṣù kẹsàn-án ọdún 1930 bí ó tiḷẹ̀ jẹ́ pé ọmọ bíbí ìlú ní ni àwọn òbí rẹ̀. Ìgè gbéra lọ sí ìlú ní dédé ọmọ ọdún mẹ́rìnlá láti lọ kẹ́kọ́ nílé ẹ̀kọ́ ní àárín ọdún 1943 sí 1948.",supports,yoruba,3
afrifact_data_culture_yoruba_309,yoruba,supports,refutes,supports,supports,nei,nei,nei,False,True,True,False,False,False,Sunday Igboho tẹ̀lẹ̀ àwọn ọlọ́pàá lọ sí ilé Seriki ní Igangan pẹ̀lú ìgboyà lẹ́yìn tí wọ́n fi ẹ̀sùn jíjó ilè náà kàn án láti fi ìdí rẹ̀ múlẹ̀ pẹ́ òun kò mọ ohunkóhun nípa rẹ̀.,"Sé lọ́ọ̀tọ́ ni Sunday Igboho jó ilé Seriki fulani ní Igangan? Ẹ jẹ́ kí n sàlàyé kí ọ̀rọ̀ le tán nílẹ̀. ""Nígbà tí mo dé Eruwa, mó lọ fi ara mi hàn lágọ̀ọ́ ọlọ́pàá, mò sì sọ ǹkan ti mo bá wá si àdúgbò náà, adáriu ẹka ilé iṣẹ́ ọlọ́pàá náà sì gbà láti tẹ̀lẹ́ wá lọ. Nígbà tí a de Igangan, à tún bá àwọn 'ọlọ́pàá operation Burst' a lọ sínú ]ilú náà rán pẹ́ asì pada lẹ́sẹ̀kẹsẹ̀ láti lọ sọ fún àwọn ọlọ́pà''a. Ìbéérè mi ni pé, ṣe ọ̀gá ọlọ́pàá yóà máa wò wá kí a lọ má dáná sun ilé Seriki? Sé ọlọ́pàá Operation Burst yóò jk kí a lọ tí a bá dáná sun ilé Seriki? Kò sí nkan tó jọ bẹ́ẹ̀ nígbà tí a wà níbẹ̀ nítorí náà àwa kọ́ ni a dáná sun ilé Seriki Fulani. Sunday Igboho wa gba gbogbo ọmọ Kárọ̀-oojíre nímọ̀ràn pé kí wọ́n wà ní ìṣọ̀kàn kí wọ́n sìmì ọ̀rọ̀ òṣèlú ṣíṣe lórí ǹkan tó niṣe pẹlú igbésí ayé àwọn ènìyàn.",supports,yoruba,2
afrifact_data_culture_igbo_086,igbo,supports,nei,supports,supports,refutes,supports,refutes,False,True,True,False,True,False,Ji ahụrụ ahụ bụ ji e ji eme emume iri ji ọhụrụ.,Ọ bụ ya ka e ji eme emume iri ji ọhụrụ.,supports,igbo,3
afrifact_data_culture_hausa_096,hausa,supports,nei,supports,supports,nei,nei,nei,False,True,True,False,False,False,Malaman makaranta guda 22000 ne suka rasa aiki sakamakon wani garanbawul da Nasir El-Rufa'i ya yiwa ma'aikatar ilimi a jihar Kaduna.,"gwamna, El-Rufai ya fara aiwatar da garambawul a fannin ilimi da nufin sake fasalin yanayin ilimi a jihar. El-Rufai ya kori sama da malaman firamare 22,000. [ ] Gwamnatin E",supports,hausa,2
afrifact_data_culture_igbo_728,igbo,supports,supports,supports,supports,nei,supports,supports,True,True,True,False,True,True,Onye uweojii aha ya bụ Lukmon Akanbi agbagbuola otu nwaokorobịa ya na ya nwere nghọtahie na Legọọs Aịland ụbọchị Fraịde. Ndị uweojii kpere ya ikpe ma chụọ ya n'ọrụ.,"Aka ndị uweojii akparala ofu onye otu ha ji egbe gbagbuo otu nwata nwaokorobịa na mpaghara Legọs Aịland ụbọchị Fraịde. Onye uweojii a aha ya bụ Lukmon Akanbi na nwaokorobịa aha ya bụ Ramon Adeniyi nwere obere nghọtahie o wee mịrị egbe gbatuo ya. Bala Elkana bụ ọnụ na-ekwuru ndị uweojii na Legọs kwuru na e kpeela Akanbi ikpe imeụlọ dịka iwu ndị uweojii sị dị, wee chụọ ya n'ọrụ.",supports,igbo,5
afrifact_data_culture_yoruba_167,yoruba,refutes,nei,refutes,refutes,nei,nei,refutes,False,True,True,False,False,True,Táyé Taiwò gbá bọ́ọ̀lù nínú líìgì àgbábuta orílẹ̀-èdè South Africa fún ọdún márùn-ún.," International. Wọ́n ra Taiwo wá si ìpele Nigeria Premier League, sínú ẹgbẹ́ agbábọ́ọ̀lù Lobi Stars. Níbi tí ó tún ti lo ọdún kan . Olympique de Marseille [ | ] Ní ọdún 2005, nígbà tí ó pé ọmọ ogún ọdún, ẹgbẹ́ agbábọ́ọ̀lù ilẹ̀ Faranse kan ti o n je Olympique de Marseille gba Taiwo sinu iko won. Won ra Taiwo lati le ropo ogbeni Bixente Lizarazu ti o ti lo sinu egbe agbaboolu Bayern Munich. Taiwo lo gba boolu ti iko re Olympic Marseille fi jawe olubori",refutes,yoruba,3
afrifact_data_culture_hausa_354,hausa,supports,refutes,supports,nei,nei,supports,supports,False,True,False,False,True,True,Ahmed Musa ya zura ƙwallaye biyu a nasarar Najeriya 2-0 akan Iceland a gasar cin kofin duniya ta 2018.,"Duk da cewa wasan da ya yi da Iceland ya yi fice, bai ma isa ya ajiye 'yan Afirka ta Yamma a gasar ba saboda Argentina ta fitar da su A ranar 22 ga Yuni 2018, Musa ya ci sau biyu a wasan da suka doke Iceland da ci 2-0 a rukuninsu na biyu. wasan gasar cin kofin duniya. A watan Yunin 2019 ya zama dan wasa na uku da ya fi taka leda a kungiyar kwallon kafa ta Najeriya, inda ya zarce , bayan ya bayyana a wasan sada zumunci da Zimbabwe.",supports,hausa,3
afrifact_data_culture_yoruba_624,yoruba,supports,nei,supports,supports,nei,supports,nei,False,True,True,False,True,False,Ìpínlẹ̀ Òndó tí a tún mọ̀ sí Sunshine State jẹ́ ọ̀kàndínlógún ìpínlẹ̀ tí àwọn èèyàn pọ̀ jùlọ lórílẹ̀-èdè.,"Ondo state Tí orúkọ ìnagijẹ rẹ̀ njẹ́ ""Sunshine State"", Ondo jé ọ̀kàndìnlógún Ìpínlẹ̀ tí ó pọ̀ jùlọ ní orílẹ̀ èdè , tí ó sì jẹ́ ìpínlẹ̀ karùndínlọ́gbọ̀n tó fẹ̀ jùlọ gẹ́gẹ́ bí ìwọ̀n ilẹ̀ gbígbà.",supports,yoruba,3
afrifact_data_culture_hausa_079,hausa,refutes,refutes,refutes,refutes,nei,nei,refutes,True,True,True,False,False,True,Allah ya karbi ran Ado Bayero a garin Landan bayan ya sha fama da rashin lafiya.,"A ranar 6 ga watan Yuni shekarata 2014, bayan shekaru hamsin da dayayi akan kursiyin, Ado Bayero ya mutu a fadarsa",refutes,hausa,4
afrifact_data_culture_igbo_554,igbo,supports,refutes,supports,supports,nei,supports,nei,False,True,True,False,True,False,"Odumeje, Rita Edochie na Ada Jesus nwere nsogbu. Rita Edochie mechara gbaghara Ada Jesus ebubo niile o boro ya.","Rita Edochie, Odumeje, Ada Jesus: 'Chukwu abọrọla m ọbọ n'isi nwada a' Onye na-eme ihe nkiri ama ama aha ya bụ Rita Edochie ekwuola na ọ gbagharala Ada Jesus bụ ọkpaọchị ama ama maka okwu ọjọọ o kwuru megide ya. O kwuru si na obi dị ya ụtọ na ụwa amarala na Ada Jesus tụgidere ya asị. ",supports,igbo,3
