id,language,gold_label,qwen_1_5b_claim_only_prediction,qwen_1_5b_gold_prediction,qwen_1_5b_bm25_prediction,qwen_1_5b_adversarial_prediction,qwen_14b_gold_prediction,qwen_14b_translated_prediction,qwen_1_5b_claim_only_correct,qwen_1_5b_gold_correct,qwen_1_5b_bm25_correct,qwen_1_5b_adversarial_correct,qwen_14b_gold_correct,qwen_14b_translated_correct,source_claim,source_gold_evidence,source_gold_label,source_language,num_systems_correct
afrifact_data_culture_yoruba_454,yoruba,nei,supports,nei,supports,nei,nei,nei,False,True,False,True,True,True,"Ìṣẹ̀lẹ̀ yìí mú Bisi Fayemi sunkún nítorí ìṣẹ̀lẹ̀ yìí ti ṣẹlẹ̀ sí òun náà rí, lásìkò tó wà ní ilé-ẹ̀kọ́ gíga.","Akori fidio naa lo pe ni 'Ibalopọ fun maaki' tawọn oloyinbo n pe ni 'Sex for Grades', eyi to ti n mu ki oju awọn opo itakun agbaye gbona jain-jain. Ẹkunrẹrẹ fidio oniwakati kan ti BBC fisita nirọlẹ ọjọ Aje naa ree: End of YouTube post, 1 Bi o tilẹ jẹ pe fidio onisẹju mẹtala pere ni BBC kọkọ ju sori afẹfẹ nidaji ọjọ Aje naa, lawọn oju opo ikansira ẹni rẹ lori itakun agbaye, eyi ti BBC Yoruba ko gbẹyin nibẹ, amọ nigba ti yoo fi di aago meje irọlẹ ọjọ naa, ẹkunrẹrẹ fidio naa, to jẹ oniwakati kan ti gba afẹfẹ kan. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: Olukọ kan lati fasiti Eko, UNILAG, Ọmọwe Boniface Igbenegbu pẹlu akẹẹgbẹ rẹ ni fasiti Ghana, Ọmọwe Paul Butakor, ni wọn foju han ninu fidio naa, amọ fidio oniwakati kan yii lo tun fi oju awọn olukọ meji miran han to n kopa ninu iwa idojutini yii lati fasiti mejeeji taa darukọ siwaju naa.",nei,yoruba,4
afrifact_data_culture_yoruba_298,yoruba,nei,refutes,nei,refutes,nei,nei,nei,False,True,False,True,True,True,Obateru Akinruntan sọ wí pé wíwá ohun tí àwọn máa jẹ ló gbé àwọn kúrò ní Ilé-Ifè.,"Sunday Igboho gba àwọn èèyàn Soka n'Ibadan sílẹ̀ lọ́wọ́ àwọn ọmọ onílẹ̀ tó wá ṣọṣẹ́ Ọrọ di boo lọ, ko yago fun mi ladugbo Soka nilu Ibadan lasiko ti gende meji to gbe ohun ija oloro lọwọ, ti wọn pe ara wọn ni ọmọ onilẹ ya bo agbegbe naa. Owurọ ọjọ Isẹgun ana niroyin gba igboro Ibadan kan, tawọn eeyan si n pe sori redio gbogbo nilu naa pe ẹmi awọn eeyan to n gbe ladugbo naa ko de tori awọn gende agbebọn to ya bo wọn. Àwọn iròyin tì ẹ leè ní ìfẹ̀ síí: A gbọ pe se ni iro ibọn n dun lakọ-lakọ, tawọn eeyan si n sa asala fun ẹmi lasiko ti awọn ọmọ onilẹ ọhun ni ki awọn onile gbe ile wọn kuro lori ilẹ awọn. Se lawọn ọmọde ati agba, alaboyun ati awọn iyalọmọ, to fi mọ awọn arugbo n sa asala fun ẹmi wọn, ti awọn to si laya lati beere pe ki lo fa isẹlẹ naa, jẹ ajẹkun iya. Ẹnikan ti isẹlẹ naa soju rẹ salaye pe ọpẹlọpẹ asaaju ọmọ Yoruba kan, Oloye Sunday Adeyẹmọ, ti gbogbo eeyan mọ si Sunday Igboho to tete de sadugbo ọhun lasiko ti laasigbo naa gbona janin-jani. A gbọ pe Igboho ati ọkunrin kan ti wọn pe orukọ rẹ Babatunde Arowolo, ti gbogbo eeyan mọ si Bako, lo de lasiko lati gba awọn eeyan adugbo naa silẹ, ni kete ti aawọn ọmọ onilẹ naa si foju gaani rẹ, ni wọn ba juba ehoro.",nei,yoruba,4
afrifact_data_culture_igbo_616,igbo,nei,refutes,nei,supports,nei,nei,nei,False,True,False,True,True,True,Pompeo achọtaghị akwụkwọ na-egosi mmekọrịta ochịchị Trump na mba Ukren.,"Gọọmentị chọburu ka e lie Mugabe ebe a na-eli ndị dike obodo ji biri, mana ezinụlọ ya ekweghị. Ha kwuru na Mugabe chọrọ ka ili ya na nke nne ya bụ Bona dịkọta nso. Onweghị onye ọrụ gọọmentị gbalitere n'ọkwa bịara olili Mugabe. Nwunye ya bụ Grace nakwa ụmụ ya socha duru akpati ya ruo mgbe a dọnyere ya n'ala. ",nei,igbo,4
afrifact_data_culture_hausa_339,hausa,nei,nei,nei,supports,refutes,nei,nei,True,True,False,False,True,True,Najeriya ta buga wasan farko a gasar cin Kofin Afirka a shekarar 1963,"Baturen Ingila ne ya fara gabatar da kwallon kafa a Najeriya a farkon karni na ashirin.Wasan kwallon kafa na farko da aka yi rikodin a Nijeriya shi ne a shekara ta Alif 1904. Zuwa shekarar ta 1950, kwallon kafa ta zama wasan kasa na kasar. A wannan lokacin a tarihin Afirka, ƙasashe da yawa sun fara shiga cikin ƙungiyoyin kishin ƙasa inda suka nuna rashin amincewa da ikon mulkin mallaka.A Najeriya, kwallon kafa ta bai wa 'yan kasa abin alfahari na kasa tare da zaburar da su don samun' yancin siyasa.",nei,hausa,4
afrifact_data_culture_yoruba_288,yoruba,supports,nei,supports,nei,supports,supports,supports,False,True,False,True,True,True,"Arapaja ṣé alága ìjọba ìbílẹ̀ Ìlà-oòrùn Ìbàdán lẹ́ẹ̀mejì ọ̀tọ̀tọ̀, láàárín ọdún 1996 sí ọdún 2003.","Ohun mẹ́wàá tó yẹ kí o mọ̀ nípa Taofeek Oladejo Arapaja Taofeek Oladejo Arapaja jẹ ọkan Pataki lara awọn oloṣelu Naijiria lati ipinlẹ Oyo, oun si ni Igbakeji Gomina Ipinlẹ Oyo tẹlẹ,lasiko isejọba Adebayo Alao-Akala lati ọdun 2007. Wọn bi Arapaja ni ọjọ kẹwaa, oṣu kọkanla, ọdun 1958. O kawe nile ẹkọ girama Lagelu, niluu Ibadan, o si kawe gboye ni fasiti Wales, nilẹ Gẹẹsi. Ko to darapọ mọ oselu, o ṣiṣẹ pẹlu ileeṣẹ to n ri si eto ẹkọ nipinlẹ Oyo, iyẹn Teaching Service Commision, lọdun 1992. Arapaja ṣe alaga ijọba ibilẹ ila oorun Ibadan lẹẹmeji ọtọtọ, laarin ọdun 1996 si ọdun 2003. Lẹyin naa ni wọn yan si ipo aṣoju-ṣofin fun ẹkun guusu ila-oorun ati ariwa ila-oorun Ibadan laarin ọdun 2003 si 2007. Egbejila Fish Village: Àwọn ọlọ́sìn ẹja ní àwọn fi iṣẹ́ báńkì sílẹ̀ wá ṣe ọ̀sìn ẹja ni Ọdun 2007 ni wọn fi ibo gbe wọle gẹgẹ bii igbakeji gomina ipiinlẹ Oyo labẹ ẹgbẹ oṣelu PDP.",supports,yoruba,4
afrifact_data_culture_hausa_026,hausa,nei,nei,nei,refutes,nei,nei,nei,True,True,False,True,True,True,Ana fama da rashin tsaro na boko-haram da yan bindiga a jahohin arewacin Najeriya.,"Gowon ya bayyana cewa shi bai aikata wani aikin ta'addancci ba, asali ma shugabncin ya kwato kasar ne daga rushewa.",nei,hausa,5
afrifact_data_culture_igbo_688,igbo,nei,refutes,nei,supports,nei,nei,nei,False,True,False,True,True,True,Nabil Fekir kpọ ndị ya nọ n'otu egwuregwu Lyon gaa Algerịa inwe obi aṅụrị.,"Ibuli iko mbaụwa bụ ihe e ji anya isi nye obodo ọbụla buliri ya Dele Alli Bamidele Jermaine Alli (Tottenham Hotspur, England) Bamidele Jermaine Alli, nke a ma dịka Dele Alli, na-agbara ndị Tottenham Hotspur na otu egwurewgu bọolụ mba England. Nna Alli bụ onye Naịjirịa. N'asọmpị enyi na enyi ndị Naịjirịa na ndị England gbara nso nso a, ụfọdụ ndị Naịjirịa kworo ya ekwo n'ọgbọ egwuregwu, maka na okweghị agbara ndị Naịjirịa bọolụ mgbe akpọrọ ya oku.",nei,igbo,4
afrifact_data_culture_hausa_021,hausa,nei,nei,nei,refutes,nei,nei,nei,True,True,False,True,True,True,Murtala Muhammad ya girma a hannun kawunsa da ke zaune a jihar Kaduna.,An kashe Murtala Muhammad ne bayan sallar asuba kuma an harbe shi ne da bindiga bayan ya fito masallaci a hanyar sa ta komawa gidan sa dake cikin garin Legas inda wani da ake kira Buka Suka Dimka ya harbe shi da bindiga.,nei,hausa,5
afrifact_data_culture_igbo_136,igbo,nei,nei,nei,supports,supports,nei,nei,True,True,False,False,True,True,Naanị ụmụnwaanyị ka a na-ebi ùgwù.,O kwusikwara ike na gọọm̀enti ya kwadosiri azụmahịa na mekọrịta nke mba ECOWAS.,nei,igbo,4
afrifact_data_culture_igbo_219,igbo,nei,nei,nei,supports,nei,nei,nei,True,True,False,True,True,True,Ha arụsịala ụlọ ahụ ha wuliri.,Mana ndị Igbo echeghi aka n'atụmatụ gọmenti sọọsọ.,nei,igbo,5
afrifact_data_culture_hausa_553,hausa,refutes,nei,refutes,supports,nei,nei,refutes,False,True,False,False,False,True,Bara wata sana'a ce da ta keɓanta ga ƙananan yara kawai.,Mabarata ba su karkashin wata makaranta kuma zasu iya zama yara ko manya ko tsofaffi.,refutes,hausa,2
afrifact_data_culture_igbo_283,igbo,refutes,refutes,refutes,supports,nei,refutes,refutes,True,True,False,False,True,True,Sam Mbakwe si Imo Steeti gaa wube mahadum nke Anambara n'afọ 1981,"N'afọ 1981, Sam Mbakwe hiwere mahadum Imo steeti. Ụlọ akwụkwọ ahụ dị na mpaghara e nyere n'afọ 1991 ma meekwa ya baptizim ọzọ nke Abia State University . Agbanyeghị, Mahadum Imo steeti nwetara ụlọ akwụkwọ ọhụrụ na ma ka dị.",refutes,igbo,4
afrifact_data_culture_igbo_093,igbo,nei,nei,nei,supports,nei,nei,nei,True,True,False,True,True,True,E riela m osikapa na ofe.,"A na-eri ya ọsịsọ makana a hapụ ya ka o tee aka, ọ na-agbakarị ụka ọsịsọ ụfọdụ oge.",nei,igbo,5
afrifact_data_culture_yoruba_235,yoruba,nei,refutes,nei,refutes,refutes,nei,nei,False,True,False,False,True,True,Gbogbo àwọn Òyìnbó amúnisìn tí wọ́n wà níbẹ̀ ni wọ́n fara mọ́ àbá tí Ọọ̀ni dá.,Oba Oyekan I (ó kú ní ọjọ́ ogbọ̀n oṣù Kẹ̀sán ọdún 1900) joba gẹ́gẹ́ bí Ọba ìlú Èkó láti oṣù kẹta ọdún 1885 sí ọjọ́ ogbọ̀n oṣù Kẹ̀sán ọdún 1900.,nei,yoruba,3
afrifact_data_culture_hausa_506,hausa,nei,nei,nei,supports,nei,nei,nei,True,True,False,True,True,True,Akwai mutane da suke ikirarin cewa su musulmai ne amma ba su yarda da hadisai ba.,A wajen su ma’anar Hadisi shi ne Hakaito Fadar Manzon Allah [S.A.W] Aikinsa da kuma Tabbatarwarsa.,nei,hausa,5
afrifact_data_culture_igbo_387,igbo,nei,nei,nei,supports,supports,nei,nei,True,True,False,False,True,True,Ji bụ nri ụmụ ntakịrị na-eri n'ụlọakwụkwọ ma e tinye ya beans na osikapa.,"N'obodo ụfọdụ, emume ahụ na-ewe otu ụbọchị dum, ebe n'ọtụtụ ebe ọ nwere ike iwe otu izu maọbụ karịa.",nei,igbo,4
afrifact_data_culture_hausa_530,hausa,nei,supports,nei,supports,nei,nei,nei,False,True,False,True,True,True,Muhammad Bello Yabo malami ne na ahlussunah da ke garin Sokoto.,Wanda a faifan bidiyon ya caccaki Gwamnan jihar Kaduna da sauran gwamnoni kan hana Sallar Idi a jihohinsu.,nei,hausa,4
afrifact_data_culture_hausa_354,hausa,supports,refutes,supports,nei,nei,supports,supports,False,True,False,False,True,True,Ahmed Musa ya zura ƙwallaye biyu a nasarar Najeriya 2-0 akan Iceland a gasar cin kofin duniya ta 2018.,"Duk da cewa wasan da ya yi da Iceland ya yi fice, bai ma isa ya ajiye 'yan Afirka ta Yamma a gasar ba saboda Argentina ta fitar da su A ranar 22 ga Yuni 2018, Musa ya ci sau biyu a wasan da suka doke Iceland da ci 2-0 a rukuninsu na biyu. wasan gasar cin kofin duniya. A watan Yunin 2019 ya zama dan wasa na uku da ya fi taka leda a kungiyar kwallon kafa ta Najeriya, inda ya zarce , bayan ya bayyana a wasan sada zumunci da Zimbabwe.",supports,hausa,3
afrifact_data_culture_hausa_171,hausa,nei,nei,nei,supports,nei,nei,nei,True,True,False,True,True,True,Jihar Katsina ta samu ayyukan ci gaba sosai loƙacin mulkin soja.,Wannan turka-turka da wasu caje-caje da ke da nasaba da kuɗi su ka sa hukumar watau E.F.C.C ta gurfanar da Gwamna Shema a gaban kotu kan cajin almundahanar kuɗaɗen da suka kai kimanin biliyan goma sha ɗaya (N11 billion).,nei,hausa,5
afrifact_data_culture_hausa_525,hausa,nei,refutes,nei,refutes,nei,nei,nei,False,True,False,True,True,True,Sheikh Ja'afar Mahmud Adam ya kasance ya na yin tafsirin alƙur'ani a duk ranar juma'a a masallacin Gadon ƙaya.,"Shiekh Ja'afar Mahmud Adam (Fabrairu 12, 1960 - Afrilu 13, 2007) ya kasance masanin addinin kuma memba na Jama'at Izalat al Bid'a Wa Iqamatus Sunnah na Najeriya, ƙungiyar addini da siyasa da ke da hedikwata a Abuja .",nei,hausa,4
afrifact_data_culture_yoruba_118,yoruba,nei,refutes,nei,refutes,supports,nei,nei,False,True,False,False,True,True,Òpópónà tuntun tí wọn ń ṣe láti Èkó sí Calabar yóò jẹ́ kí ètò ọ̀rọ̀ ajé rú gọ́gọ́ síi.,"Ṣùgbọ́n gbogbo bẹ́líìtì àmìn ẹ̀yẹ yìí ni Anthony Joshua gbà padà báyìí. Bákan náà, òun ni alámì ẹ̀yẹ tí British and Commonwealth Heavyweight láti ọdún 2014 sí 2016. Àwọn Ìtọ́kasí [ | ] Penn, Matt (2019-12-08).",nei,yoruba,3
afrifact_data_culture_igbo_489,igbo,nei,nei,nei,supports,refutes,nei,nei,True,True,False,False,True,True,Peter Obi na-enye ụlọakwukwọ dị iche iche onyinye ego kwa mgbe,"Ọ gara Christ the King College, Onitsha, ebe ọ gụsịrị akwụkwọ sekọndrị ya",nei,igbo,4
afrifact_data_culture_igbo_507,igbo,nei,supports,nei,supports,nei,nei,nei,False,True,False,True,True,True,"Agbụrụ ndị Yoroba nwere alụsi ha na-akpọ Sango, bụ nke ha hụrụ ka chi siri ike."," Ọ na-achịkwa ụlọ ọrụ, ọrụ ugbo, na onye ọrụ ugbo, a na-eme kwa ememme kwa afọ na ememme Ikenga kwa afọ.",nei,igbo,4
afrifact_data_culture_yoruba_180,yoruba,supports,supports,supports,nei,nei,supports,refutes,True,True,False,False,True,False,"Nínú ìgbàgbọ́ àwọn Yorùbá, wọ́n nígbàgbọ́ pé Olókun ni ìyá Ajé","Àwọn Yorùbá gbà gbọ́ pé Olókun ní ó bí Aje, èyí tí ó jẹ́ Òrìsà fún Ọrọ̀, Ọlá, tí ó wà ní ìsàlẹ̀ òkun. Olókun jẹ́ òrìsà tí ó ń darí àwọn ohun tí ó wà lábé Omi òkun, Ó sí jẹ́ òrìsà tí ó lágbára jù gbogbo ohùn tí ó wà lábé Omi òkun tàbí àwọn òrìṣà kékéèèké tí ó wà lábé Omi òkun. Olókun jẹ́ Òrìsà nlá tí wọn máa ń gbórínyìn fún nípa bí ó ti lágbára láti fún àwọn olúsín rẹ ní Owó, Ọlá, Ọrọ̀, àti àṣeyọrí nígbà tí wọn bá kìí tán. ",supports,yoruba,3
afrifact_data_culture_hausa_809,hausa,supports,nei,supports,refutes,nei,nei,supports,False,True,False,False,False,True,Mutuwar mazaje na jefa matayensu cikin mummunan halin rayuwa.,"Matan da mazansu suka mutu A al'adance, ana daukar mata a matsayin mallakar mazajensu, a wasu al'adun, duk lokacin da namiji ya mutu, mace kan fada cikin wani hali na takura da muzgunawa daga dangi.",supports,hausa,2
afrifact_data_culture_igbo_393,igbo,nei,refutes,nei,supports,nei,nei,nei,False,True,False,True,True,True,Chibuike Rotimi Amaechi kwuru okwu n'afọ 2022 sị na agụmakwụkọ bara uru maka ụmụaka Nigeria,Ọ rụrụ ọrụ dị ka gọvanọ nke Rivers Steeti nke jupụtara na mmanụ site n'afọ 2007 ruo afọ 2015,nei,igbo,4
afrifact_data_culture_igbo_316,igbo,nei,nei,nei,supports,nei,nei,nei,True,True,False,True,True,True,Ndị Anambra North na South nwere otu ụdị omenala e jiri mara ha,"Mgbe ọ gụsịrị akwụkwọ na Mahadum Katọlik nke America na Washington D.C., na Masters na Sayensị ndọrọ ndọrọ ọchịchị, Chuba gara n'ihu site n'inweta nzere doctorate abụọ na nkà ihe ọmụma na sayensị ndọrọ ọchịchị na Washington, D.C",nei,igbo,5
afrifact_data_culture_yoruba_634,yoruba,nei,nei,nei,supports,supports,nei,nei,True,True,False,False,True,True,Fásítì Èkó ló jáwé borí nínú ìdíje pẹ̀lú àwọn ilé ẹ̀kọ́ gíga mẹ́wàá mìíràn.,Iṣẹ́ ti àwọn ará Ipetumodu máa ń ṣe ni iṣẹ́ àgbẹ̀ àti iṣẹ́ ìkòkò mímọ. Ìtàn ìlú ipetumodu [ | ] Àwọn akọni tó kọ́wọ̀ọ́rìn bíi Orunmila àti Obatala ló tẹ ìlú náà dó láti àringbùngùn ayé.,nei,yoruba,4
afrifact_data_culture_igbo_207,igbo,nei,nei,nei,supports,nei,nei,nei,True,True,False,True,True,True,Atụmatụ e mere n'afọ 2005 kwuru na ụmụanụmanụ bi na Awka Etiti.,E nwekwara nnukwu ndị Awka-Etiti diaspora nke na-enye aka na akụ na ụba obodo.,nei,igbo,5
afrifact_data_culture_yoruba_279,yoruba,supports,refutes,supports,refutes,nei,supports,supports,False,True,False,False,True,True,"Ní ọdún 2016, ilé aṣòfin àgbà kọ àbá Ààrẹ Buhari láti yá owó tó lé ní bílíọ̀nù mọ́kànlélọ́gbọ̀n Dọ́là ($29.9) láti ilẹ̀ òkèèrè.","Bakan naa lọdun 2016, ile aṣofin agba kọ aba aarẹ Buhari lati ya owo to le ni biliọnu mọkanlelọgbọn Dọla ($29.9) lati ilẹ okeere. Ẹwẹ, awọn aṣofin naa tun kọ lati fi ọwọ si yiyan Ibrahim Magu gẹgẹ bi alaga ajọ to n gbogun ti iwa ibajẹ, EFCC, ti wọn fi ẹsun kan pe 'oniwa ibajẹ ni.' Titi di asiko yii, ipo adele alaga ajọ EFCCC ṣi ni Ibrahim Magu wa, ile aṣofin ko fọwọ si iyansipo rẹ bi alaga, eyi ti inu awọn aṣofin ko dun si i. Ọpọlọpọ iyannisipo ti Buhari fẹ ẹ ṣe ni awọn aṣofin naa ko buwọlu, ti awọn miran si pẹ pupọ ki wọn to o fọwọ si i.",supports,yoruba,3
afrifact_data_culture_igbo_190,igbo,nei,nei,nei,supports,supports,nei,nei,True,True,False,False,True,True,E nwere steeti iri abụọ na asatọ na Naijirịa.,Ọ bụkwa ndi Ìgbò bi na ebe ugwu nke Ọ̀hà Delta na Ọ̀hà Rivas.,nei,igbo,4
afrifact_data_culture_igbo_088,igbo,nei,nei,nei,supports,supports,nei,nei,True,True,False,False,True,True,"I rie ji a sụrụ asụ na ofe nsala, ị gaghị achọzị osikapa a i na-eri.",Ndị Igbo na-eji ji ama onye bụ dimkpa nakwa onye abụghị onye ume ngwụ.,nei,igbo,4
